"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"382","DUSP6.2",1.90157453610983e-67,1.41102542774215,0.673,0.171,4.90054773700866e-63,"hEC","DUSP6"
"383","MEF2C.5",1.86881272980509e-114,1.41090229529299,0.7,0.118,4.8161172859807e-110,"hEC","MEF2C"
"384","RGCC.4",4.44203226358238e-50,1.39074680056027,0.62,0.177,1.14475613464781e-45,"hEC","RGCC"
"385","MSN.1",1.47998843251672e-100,1.38266241266889,0.667,0.129,3.81407818943883e-96,"hEC","MSN"
"386","KANK3",0,1.3826467073269,0.567,0.004,0,"hEC","KANK3"
"387","LIMS1.1",1.12501541530012e-39,1.38231233661407,0.773,0.412,2.89927722676993e-35,"hEC","LIMS1"
"388","TAGLN2.2",4.8278924353468e-107,1.36689597047218,0.573,0.084,1.24419615951322e-102,"hEC","TAGLN2"
"389","SMAGP",0,1.34463840731382,0.527,0.013,0,"hEC","SMAGP"
"390","PCDH17",2.23133990349566e-78,1.34012310020483,0.52,0.091,5.75038606529865e-74,"hEC","PCDH17"
"391","MGST2.1",8.90590210133266e-87,1.32344265519025,0.653,0.135,2.29514003053444e-82,"hEC","MGST2"
"392","RASIP1",0,1.32244077624777,0.6,0.019,0,"hEC","RASIP1"
"393","PREX1.2",5.64453314625536e-146,1.31726060501126,0.52,0.052,1.45465263712147e-141,"hEC","PREX1"
"394","HPGD",0,1.31674032615157,0.393,0.002,0,"hEC","HPGD"
"395","DIPK2B",0,1.31213913159325,0.54,0,0,"hEC","DIPK2B"
"396","SNX3.1",1.04830626272735e-32,1.30934948427813,0.873,0.708,2.70159006967466e-28,"hEC","SNX3"
"397","MMRN2",0,1.29996582354776,0.527,0.003,0,"hEC","MMRN2"
"398","TSPAN18.1",2.1537750006654e-82,1.28333464350331,0.587,0.111,5.55049355421481e-78,"hEC","TSPAN18"
"399","TPM3.1",1.22891502174423e-35,1.27687675778607,0.847,0.61,3.16703690253705e-31,"hEC","TPM3"
"400","PCAT19",0,1.27564815854331,0.493,0.001,0,"hEC","PCAT19"
"401","SPP1",0,5.76652096622155,0.689,0.059,0,"hImmune","SPP1"
"402","RNASE1",0,4.87637374201669,0.711,0.014,0,"hImmune","RNASE1"
"403","AIF1.3",0,4.40834188229627,0.956,0.099,0,"hImmune","AIF1"
"404","TYROBP",0,4.18378139865766,0.933,0.003,0,"hImmune","TYROBP"
"405","FTL.2",1.04679789916413e-125,3.90379522539271,0.996,0.991,2.69770286593589e-121,"hImmune","FTL"
"406","C1QA",0,3.83563567537006,0.853,0.001,0,"hImmune","C1QA"
"407","C1QC",0,3.82851255376865,0.836,0.001,0,"hImmune","C1QC"
"408","AGR2",0,3.68624689602532,0.796,0.003,0,"hImmune","AGR2"
"409","CD36",0,3.59109924833668,0.862,0.01,0,"hImmune","CD36"
"410","LYVE1",0,3.42545681069286,0.671,0.001,0,"hImmune","LYVE1"
"411","DAB2.3",2.46673208949861e-103,3.2490059889243,0.836,0.362,6.35701526784686e-99,"hImmune","DAB2"
"412","SAT1.2",5.86769326088854e-261,3.24869865605417,0.911,0.168,1.51216323026359e-256,"hImmune","SAT1"
"413","C1QB",0,3.19151860389281,0.796,0.001,0,"hImmune","C1QB"
"414","CCL3",0,3.14509580311806,0.702,0.001,0,"hImmune","CCL3"
"415","B2M.5",5.94788550065455e-131,3.10394902922821,0.951,0.539,1.53282957237368e-126,"hImmune","B2M"
"416","FCGRT.3",2.80611775223869e-162,3.09992154806921,0.902,0.302,7.23164605929432e-158,"hImmune","FCGRT"
"417","GPX1.2",1.66857813919526e-135,3.09952870436173,0.987,0.762,4.3000927225201e-131,"hImmune","GPX1"
"418","A2M",0,3.05630006381064,0.818,0.008,0,"hImmune","A2M"
"419","CD14",0,3.03535296415473,0.609,0.001,0,"hImmune","CD14"
"420","ARHGDIB",0,3.02462493742922,0.88,0.029,0,"hImmune","ARHGDIB"
"421","MRC1",0,2.93749616457127,0.769,0.001,0,"hImmune","MRC1"
"422","FCER1G",0,2.84777993481311,0.787,0.005,0,"hImmune","FCER1G"
"423","CST3.4",1.95525060317812e-109,2.82502261895162,0.933,0.622,5.03887632945034e-105,"hImmune","CST3"
"424","CSF1R",0,2.81125108690397,0.8,0,0,"hImmune","CSF1R"
"425","MAF.4",1.05392483472374e-208,2.76108417470437,0.876,0.186,2.71606969156655e-204,"hImmune","MAF"
"426","BLVRB.5",5.28431213519364e-155,2.70931793636489,0.84,0.234,1.36182008036075e-150,"hImmune","BLVRB"
"427","FOLR2",0,2.68871478140398,0.671,0.001,0,"hImmune","FOLR2"
"428","TMSB4X.3",2.54793662995981e-129,2.67996168375009,0.996,0.971,6.56628748906943e-125,"hImmune","TMSB4X"
"429","VAMP8",0,2.67947787862804,0.853,0.027,0,"hImmune","VAMP8"
"430","CYBB",0,2.67763400524409,0.773,0.001,0,"hImmune","CYBB"
"431","S100A4.2",1.60883616800908e-150,2.62968825813823,0.747,0.174,4.1461316885762e-146,"hImmune","S100A4"
"432","STAB1",0,2.59869919556655,0.76,0.003,0,"hImmune","STAB1"
"433","CYBA.3",1.92173421980097e-122,2.59671006663383,0.933,0.525,4.95250125784909e-118,"hImmune","CYBA"
"434","HCST",0,2.57901576420715,0.782,0.006,0,"hImmune","HCST"
"435","LAPTM5",0,2.51981460847698,0.853,0.005,0,"hImmune","LAPTM5"
"436","PYCARD",0,2.50284093218525,0.831,0.03,0,"hImmune","PYCARD"
"437","RGS10.3",1.96868669301049e-203,2.49830109982338,0.876,0.189,5.07350247655733e-199,"hImmune","RGS10"
"438","BIN1.2",3.34314068176983e-123,2.44917631677238,0.844,0.316,8.61560785098902e-119,"hImmune","BIN1"
"439","MEF2C.4",2.4898050554842e-275,2.44641218467253,0.827,0.115,6.41647660848833e-271,"hImmune","MEF2C"
"440","MS4A7",0,2.43670067217077,0.716,0,0,"hImmune","MS4A7"
"441","CTSB.1",3.08734184314346e-156,2.39013286758203,0.764,0.181,7.956388663965e-152,"hImmune","CTSB"
"442","CCL4L2",0,2.38432856798844,0.4,0.002,0,"hImmune","CCL4L2"
"443","LST1",0,2.37953765072647,0.787,0.006,0,"hImmune","LST1"
"444","CCL4",0,2.30732502772427,0.404,0.001,0,"hImmune","CCL4"
"445","CTSD",1.24261064683988e-94,2.27714323434139,0.822,0.368,3.20233189797106e-90,"hImmune","CTSD"
"446","GPR34",0,2.26508583243805,0.716,0,0,"hImmune","GPR34"
"447","CD74",0,2.26445290803111,0.676,0.045,0,"hImmune","CD74"
"448","RNASET2.1",2.72686701889488e-193,2.25955688368084,0.827,0.174,7.027408994394e-189,"hImmune","RNASET2"
"449","CORO1A",1.71964545419143e-269,2.25927876825415,0.764,0.102,4.43169829999674e-265,"hImmune","CORO1A"
"450","PLD4",0,2.23814137973322,0.733,0.001,0,"hImmune","PLD4"
"451","CCL3L1",0,2.23047253913145,0.533,0.009,0,"hImmune","CCL3L1"
"452","HPGDS",0,2.20378988388127,0.698,0.001,0,"hImmune","HPGDS"
"453","NPC2.1",1.24466742082169e-100,2.19479217859511,0.8,0.318,3.20763241019957e-96,"hImmune","NPC2"
"454","ACY3",0,2.18217471454866,0.538,0,0,"hImmune","ACY3"
"455","GMFG",0,2.13774131102218,0.742,0.008,0,"hImmune","GMFG"
"456","ARPC1B.2",2.06585804646632e-259,2.12806620948203,0.8,0.116,5.32392277154835e-255,"hImmune","ARPC1B"
"457","CREG1",7.14611541833666e-186,2.07023517816424,0.742,0.136,1.84162540445954e-181,"hImmune","CREG1"
"458","UCP2.1",0,2.06715288410491,0.738,0.059,0,"hImmune","UCP2"
"459","ITM2B.2",2.36832644903756e-67,1.99946659411782,0.893,0.734,6.1034140918147e-63,"hImmune","ITM2B"
"460","IFNGR1",7.73027422314594e-135,1.98421240579082,0.702,0.166,1.99216897004694e-130,"hImmune","IFNGR1"
"461","LGMN",5.75427827226902e-105,1.9791086428976,0.609,0.15,1.48293505354645e-100,"hImmune","LGMN"
"462","GAS6",0,1.96577593464511,0.684,0.044,0,"hImmune","GAS6"
"463","APOE.4",0.0028054959073627,1.95907847125216,0.316,0.282,1,"hImmune","APOE"
"464","IFI16",0,1.92475633427981,0.729,0.035,0,"hImmune","IFI16"
"465","SPI1",0,1.9243669271709,0.649,0.002,0,"hImmune","SPI1"
"466","NINJ1.1",1.0377971546487e-119,1.92009955665897,0.756,0.216,2.67450704724516e-115,"hImmune","NINJ1"
"467","ADAP2",0,1.90436252844405,0.644,0.002,0,"hImmune","ADAP2"
"468","ARPC3.2",2.2627930270009e-97,1.90303829408884,0.947,0.785,5.83144390988402e-93,"hImmune","ARPC3"
"469","CTSC.4",3.43764741393263e-117,1.88704106128019,0.782,0.231,8.85916115044577e-113,"hImmune","CTSC"
"470","KCTD12.4",9.88611453276583e-176,1.8781265964568,0.764,0.146,2.54775057623908e-171,"hImmune","KCTD12"
"471","TREM2",0,1.87418712275046,0.436,0,0,"hImmune","TREM2"
"472","HMOX1",0,1.86455016378777,0.48,0.02,0,"hImmune","HMOX1"
"473","SAMHD1",0,1.86452406128082,0.662,0.017,0,"hImmune","SAMHD1"
"474","NEAT1",3.49491668884599e-104,1.85168654503772,0.684,0.187,9.00674979882499e-100,"hImmune","NEAT1"
"475","LY86",0,1.80697393733333,0.596,0.003,0,"hImmune","LY86"
"476","GRN",4.22070474762161e-93,1.80516642976234,0.747,0.281,1.08771782050957e-88,"hImmune","GRN"
"477","CX3CR1",0,1.80190100334589,0.524,0.001,0,"hImmune","CX3CR1"
"478","NPL",0,1.77396678121923,0.547,0.018,0,"hImmune","NPL"
"479","LTC4S",0,1.77055675682664,0.542,0.008,0,"hImmune","LTC4S"
"480","VSIG4",0,1.77003150228985,0.493,0,0,"hImmune","VSIG4"
"481","BRI3",2.47572387956188e-79,1.7666886303454,0.92,0.786,6.38018801001892e-75,"hImmune","BRI3"
"482","S100A9",0,1.71767676535,0.249,0.001,0,"hImmune","S100A9"
"483","EGFL7.1",1.03870887252772e-91,1.70686578960537,0.653,0.195,2.67685663539119e-87,"hImmune","EGFL7"
"484","CD53",0,1.70673764422284,0.609,0,0,"hImmune","CD53"
"485","MS4A4A",0,1.7064499813766,0.547,0,0,"hImmune","MS4A4A"
"486","FOS.5",2.83189873574365e-77,1.7049527372293,0.907,0.506,7.29808623188496e-73,"hImmune","FOS"
"487","ABCG2",0,1.69109854347462,0.591,0.006,0,"hImmune","ABCG2"
"488","ITGB2",0,1.67003626800754,0.667,0.002,0,"hImmune","ITGB2"
"489","RETN",0,1.66756935399201,0.413,0,0,"hImmune","RETN"
"490","CTSZ.1",3.59404647057945e-90,1.66529211511816,0.684,0.222,9.26221715933031e-86,"hImmune","CTSZ"
"491","PFN1.2",3.47659242418971e-91,1.66459255296881,0.964,0.943,8.9595263363793e-87,"hImmune","PFN1"
"492","SLC40A1",4.44178640086151e-149,1.64261657216435,0.498,0.069,1.14469277336602e-144,"hImmune","SLC40A1"
"493","OGFRL1",0,1.63986449602,0.596,0.044,0,"hImmune","OGFRL1"
"494","NCKAP1L",0,1.63437170343485,0.578,0,0,"hImmune","NCKAP1L"
"495","ALOX5AP",0,1.60897639140401,0.507,0.004,0,"hImmune","ALOX5AP"
"496","OAZ1.1",1.50113266671462e-106,1.60708545706223,0.978,0.873,3.86856899539025e-102,"hImmune","OAZ1"
"497","PLEK",0,1.58784516176944,0.547,0,0,"hImmune","PLEK"
"498","GLIPR1",0,1.58637884793001,0.564,0.011,0,"hImmune","GLIPR1"
"499","CD163",0,1.58409256913023,0.502,0,0,"hImmune","CD163"
"500","ARRB2",5.35948693370287e-202,1.58079239813579,0.671,0.098,1.38119337768457e-197,"hImmune","ARRB2"
"501","MYLPF",0,5.00615979710126,0.619,0.037,0,"hMuscle","MYLPF"
"502","ACTC1",0,4.57727807571986,0.69,0.035,0,"hMuscle","ACTC1"
"503","TNNI1.1",0,3.9379034891457,0.863,0.178,0,"hMuscle","TNNI1"
"504","TNNT1",0,3.52839311698778,0.884,0.044,0,"hMuscle","TNNT1"
"505","TNNC2",0,3.51776303686439,0.436,0.013,0,"hMuscle","TNNC2"
"506","MYL1",0,3.45202272449085,0.45,0.011,0,"hMuscle","MYL1"
"507","TTN",0,3.24405074716786,0.447,0.01,0,"hMuscle","TTN"
"508","NEB",0,2.67136384910295,0.775,0.012,0,"hMuscle","NEB"
"509","TNNC1",0,2.57474438642352,0.274,0.03,0,"hMuscle","TNNC1"
"510","MYH3",0,2.53163390257337,0.246,0.008,0,"hMuscle","MYH3"
"511","MYOG",0,2.4514404103826,0.455,0.006,0,"hMuscle","MYOG"
"512","TPM2.1",0,2.39273585208451,0.987,0.749,0,"hMuscle","TPM2"
"513","DES",0,2.35434090940327,0.609,0.012,0,"hMuscle","DES"
"514","MYL4",0,2.07986756842434,0.365,0.014,0,"hMuscle","MYL4"
"515","CKB.1",0,2.05785536076301,0.712,0.183,0,"hMuscle","CKB"
"516","H19.1",0,1.99380955234042,0.92,0.27,0,"hMuscle","H19"
"517","MYF5",0,1.86425919013827,0.537,0.007,0,"hMuscle","MYF5"
"518","ACTA1",0,1.8539421341,0.205,0.004,0,"hMuscle","ACTA1"
"519","PPP1R14B.1",0,1.81406910826813,0.985,0.867,0,"hMuscle","PPP1R14B"
"520","ENO3",0,1.79331507996469,0.488,0.033,0,"hMuscle","ENO3"
"521","PDLIM3",0,1.66267769039334,0.55,0.031,0,"hMuscle","PDLIM3"
"522","SGCA",0,1.61449243411868,0.685,0.007,0,"hMuscle","SGCA"
"523","NES.1",0,1.57614542503655,0.834,0.378,0,"hMuscle","NES"
"524","NNAT.1",1.7993949302015e-299,1.55581413208786,0.966,0.801,4.6372206746223e-295,"hMuscle","NNAT"
"525","MEG3.1",1.04271139287629e-68,1.54524636681969,0.8,0.589,2.6871715305815e-64,"hMuscle","MEG3"
"526","MYOD1",0,1.52849426041939,0.477,0.003,0,"hMuscle","MYOD1"
"527","RAPSN",0,1.51426760067215,0.681,0.004,0,"hMuscle","RAPSN"
"528","TNNT3",1.5238411711698e-229,1.47068315630646,0.207,0.027,3.92709108222169e-225,"hMuscle","TNNT3"
"529","CDH15",0,1.46495539447506,0.61,0.008,0,"hMuscle","CDH15"
"530","MRLN",0,1.35650447523436,0.396,0.003,0,"hMuscle","MRLN"
"531","IL17B",0,1.35480383175671,0.225,0.007,0,"hMuscle","IL17B"
"532","KLHL41",0,1.3210680052103,0.389,0.005,0,"hMuscle","KLHL41"
"533","PGA5",0,1.29761860339104,0.321,0.003,0,"hMuscle","PGA5"
"534","ZNF106.1",1.05665540998522e-244,1.26299889580591,0.772,0.372,2.7231066570729e-240,"hMuscle","ZNF106"
"535","TMEM88.1",0,1.23574113795281,0.61,0.07,0,"hMuscle","TMEM88"
"536","CDKN1C",9.66155365399497e-130,1.19249809358674,0.81,0.589,2.48987899217104e-125,"hMuscle","CDKN1C"
"537","AC020909.2",0,1.14668698719951,0.194,0.004,0,"hMuscle","AC020909.2"
"538","HSPB1.1",6.70474613119875e-261,1.13802441182022,0.953,0.718,1.72788012547123e-256,"hMuscle","HSPB1"
"539","MEF2C.1",7.17723495431475e-255,1.12590041103015,0.44,0.107,1.84964522007645e-250,"hMuscle","MEF2C"
"540","SELENOW",5.84916969728362e-12,1.12483315202797,0.9,0.858,1.50738952268696e-07,"hMuscle","SELENOW"
"541","PITX3",0,1.12062310972258,0.526,0.004,0,"hMuscle","PITX3"
"542","SIX1.1",0,1.11958361429587,0.648,0.104,0,"hMuscle","SIX1"
"543","CFL2",3.30159776207351e-247,1.10044701675316,0.727,0.31,8.50854759263966e-243,"hMuscle","CFL2"
"544","TNNT2",0,1.07556937076132,0.378,0.004,0,"hMuscle","TNNT2"
"545","KREMEN2",0,1.06841125986303,0.308,0.006,0,"hMuscle","KREMEN2"
"546","LRRN1",0,1.05225727080287,0.566,0.135,0,"hMuscle","LRRN1"
"547","MYF6",0,1.04694864614724,0.4,0.015,0,"hMuscle","MYF6"
"548","HSPB3",0,1.01091092505766,0.162,0.001,0,"hMuscle","HSPB3"
"549","PRL",0,1.00820698072297,0.282,0.014,0,"hMuscle","PRL"
"550","SMPX",0,1.00551436874957,0.226,0.002,0,"hMuscle","SMPX"
"551","PITX2",0,1.00332618072369,0.506,0.034,0,"hMuscle","PITX2"
"552","CELF2",0,0.99896951681112,0.614,0.119,0,"hMuscle","CELF2"
"553","PDGFA",0,0.980852334329758,0.489,0.058,0,"hMuscle","PDGFA"
"554","CHRNA1",0,0.957546811508091,0.339,0.005,0,"hMuscle","CHRNA1"
"555","FITM1",0,0.926469217878657,0.347,0.003,0,"hMuscle","FITM1"
"556","LMNA",9.234949859666e-108,0.923798944642728,0.413,0.171,2.37993892833452e-103,"hMuscle","LMNA"
"557","FNDC5.1",8.66687557902178e-174,0.922980576815166,0.46,0.153,2.2335405054697e-169,"hMuscle","FNDC5"
"558","SKP2",7.15830618042714e-307,0.907879158340965,0.637,0.196,1.84476708575788e-302,"hMuscle","SKP2"
"559","APOBEC2",0,0.90753686832297,0.257,0.002,0,"hMuscle","APOBEC2"
"560","FGFR4",0,0.906331962317044,0.471,0.014,0,"hMuscle","FGFR4"
"561","IGFBP5.1",1.35909304394699e-300,0.897487564356028,0.837,0.317,3.50251868355578e-296,"hMuscle","IGFBP5"
"562","PDLIM4",2.94601939262579e-93,0.880740029970555,0.686,0.45,7.59218657673592e-89,"hMuscle","PDLIM4"
"563","PKM",3.81600662191558e-185,0.878669828472032,0.933,0.757,9.83423066533864e-181,"hMuscle","PKM"
"564","TNNI2",0,0.876828036750042,0.16,0.006,0,"hMuscle","TNNI2"
"565","GLIPR2",6.81258433751679e-135,0.871920475854409,0.625,0.308,1.75567110962145e-130,"hMuscle","GLIPR2"
"566","NEXN",2.52101846842174e-163,0.840905161659421,0.393,0.119,6.49691669496965e-159,"hMuscle","NEXN"
"567","MYBPH",0,0.834410896092552,0.121,0.001,0,"hMuscle","MYBPH"
"568","PEG3",2.53884346514982e-136,0.832666295950515,0.595,0.273,6.5428534940376e-132,"hMuscle","PEG3"
"569","DDIT4",6.67242936904107e-170,0.826419516719516,0.686,0.32,1.71955177269557e-165,"hMuscle","DDIT4"
"570","PFN1.1",3.50207225485396e-151,0.819981603738622,0.974,0.942,9.02519040798414e-147,"hMuscle","PFN1"
"571","HSPB2",0,0.815231940879094,0.319,0.039,0,"hMuscle","HSPB2"
"572","SLF2",6.99174134870059e-199,0.810803660215611,0.53,0.184,1.80184166297363e-194,"hMuscle","SLF2"
"573","COX6A2",0,0.803491818187958,0.151,0.001,0,"hMuscle","COX6A2"
"574","RYR1",0,0.790659769492512,0.266,0.008,0,"hMuscle","RYR1"
"575","ATP2B1",1.25195968499414e-108,0.78654624595549,0.765,0.503,3.22642530419839e-104,"hMuscle","ATP2B1"
"576","PAX7",0,0.781910446566261,0.367,0.009,0,"hMuscle","PAX7"
"577","PARM1",0,0.775757099845866,0.357,0.01,0,"hMuscle","PARM1"
"578","FLNC",4.05880506660288e-227,0.770491520533974,0.488,0.14,1.04599465371423e-222,"hMuscle","FLNC"
"579","ACTN2",0,0.763564651972816,0.177,0.003,0,"hMuscle","ACTN2"
"580","VGLL2",0,0.761292743744576,0.345,0.001,0,"hMuscle","VGLL2"
"581","CCND3",0,0.757389783643567,0.43,0.083,0,"hMuscle","CCND3"
"582","NKAIN4.1",9.46803673490275e-286,0.746764798765332,0.551,0.143,2.44000774695179e-281,"hMuscle","NKAIN4"
"583","ZEB2.1",7.86694966871099e-278,0.743289444570219,0.521,0.129,2.02739159912351e-273,"hMuscle","ZEB2"
"584","ODC1.1",7.86430232297377e-138,0.737267249106742,0.857,0.602,2.02670935165357e-133,"hMuscle","ODC1"
"585","SPRY1.1",1.02556904251731e-256,0.725168196657764,0.476,0.119,2.64299397947137e-252,"hMuscle","SPRY1"
"586","MSTN",0,0.723383099597625,0.288,0.007,0,"hMuscle","MSTN"
"587","MYMX",0,0.718710702222662,0.209,0.002,0,"hMuscle","MYMX"
"588","RBM24",0,0.716989658169686,0.275,0.005,0,"hMuscle","RBM24"
"589","AL589740.1",0,0.692812854436908,0.271,0.007,0,"hMuscle","AL589740.1"
"590","IGF2",0,0.691687098676435,0.467,0.087,0,"hMuscle","IGF2"
"591","ERBB3",0,0.689139114444287,0.425,0.048,0,"hMuscle","ERBB3"
"592","DBI.1",1.05850917696955e-94,0.683274320946078,0.831,0.64,2.72788399996824e-90,"hMuscle","DBI"
"593","ARPP21",0,0.682769442043367,0.193,0.004,0,"hMuscle","ARPP21"
"594","YBX3",9.03942362204899e-116,0.66745289518703,0.655,0.352,2.32954986163824e-111,"hMuscle","YBX3"
"595","STAC3",0,0.66593673257042,0.265,0.009,0,"hMuscle","STAC3"
"596","BLCAP",2.23399480882138e-96,0.665430266394895,0.464,0.215,5.75722802181357e-92,"hMuscle","BLCAP"
"597","C1QTNF3.1",1.35420159869279e-109,0.659057188039928,0.392,0.149,3.48991293999119e-105,"hMuscle","C1QTNF3"
"598","MSC",0,0.65860751879989,0.287,0.004,0,"hMuscle","MSC"
"599","ANXA6",3.16119223725383e-123,0.652525490022942,0.688,0.373,8.14670851462685e-119,"hMuscle","ANXA6"
"600","XIRP2",0,0.647101090316996,0.167,0.005,0,"hMuscle","XIRP2"
"601","CXCL14",0,5.22577358774323,0.81,0.026,0,"hNC","CXCL14"
"602","KRT19",0,4.759440173083,0.987,0.033,0,"hNC","KRT19"
"603","MIR205HG",0,4.33087808517257,0.861,0.001,0,"hNC","MIR205HG"
"604","KRT8.1",2.15763565516941e-151,3.25952381838695,0.924,0.099,5.56044284693708e-147,"hNC","KRT8"
"605","SPP1.1",1.42655748660048e-05,3.03567519472064,0.177,0.064,0.367638129871809,"hNC","SPP1"
"606","KRT18.1",1.4027705662695e-117,2.89334568230344,0.709,0.069,3.61508002633313e-113,"hNC","KRT18"
"607","WNT6",0,2.75558371815485,0.835,0.005,0,"hNC","WNT6"
"608","S100A11.7",1.1933591423944e-41,2.61752175226606,0.962,0.763,3.07540584586461e-37,"hNC","S100A11"
"609","CCN2.2",6.69042473090439e-14,2.49228108637062,0.62,0.309,1.72418935740137e-09,"hNC","CCN2"
"610","BCAM.1",1.18434205830937e-187,2.43728432037129,0.899,0.075,3.05216791846907e-183,"hNC","BCAM"
"611","KREMEN2.1",0,2.41969080737393,0.785,0.016,0,"hNC","KREMEN2"
"612","FOS.7",1.79832352069926e-43,2.3723874087092,0.962,0.508,4.63445954519405e-39,"hNC","FOS"
"613","IGFBP6.1",3.23412036423176e-153,2.34307910561709,0.595,0.037,8.33465159066168e-149,"hNC","IGFBP6"
"614","CA3",5.86673074738498e-144,2.19012679136823,0.595,0.04,1.51191518090858e-139,"hNC","CA3"
"615","PERP",3.84406951057738e-162,2.14353506942332,0.873,0.082,9.90655153570896e-158,"hNC","PERP"
"616","TFAP2B.1",0,2.03697205731223,0.734,0.027,0,"hNC","TFAP2B"
"617","S100A10.5",1.39604282665801e-31,2.01943365730676,0.823,0.305,3.59774196858037e-27,"hNC","S100A10"
"618","APOE.6",6.3590623089794e-45,1.9931617315486,0.861,0.281,1.63879394764708e-40,"hNC","APOE"
"619","SHH",1.33055102348305e-131,1.96174546503524,0.114,0.001,3.42896304261816e-127,"hNC","SHH"
"620","IER2.7",1.33838429847721e-31,1.92436102730768,0.924,0.583,3.44915017560562e-27,"hNC","IER2"
"621","SNCG.5",9.69449197945568e-53,1.88662106815705,0.785,0.187,2.49836752802552e-48,"hNC","SNCG"
"622","SPINT2.4",3.92182646217935e-55,1.85655114353618,0.899,0.268,1.01069389756824e-50,"hNC","SPINT2"
"623","TSTD1.1",4.57938841143561e-114,1.81377474992854,0.835,0.101,1.18015418751107e-109,"hNC","TSTD1"
"624","JUNB.6",5.54669778527438e-46,1.74353026058085,0.785,0.207,1.42943948624306e-41,"hNC","JUNB"
"625","CEBPD.1",1.33371078186968e-100,1.6731229227455,0.633,0.064,3.43710605595635e-96,"hNC","CEBPD"
"626","EPCAM",0,1.66381516613962,0.646,0.017,0,"hNC","EPCAM"
"627","PDGFA.1",2.47797112545131e-93,1.54777600014438,0.671,0.075,6.38597938740058e-89,"hNC","PDGFA"
"628","CRNDE.3",2.85711158760345e-52,1.53467903540811,0.835,0.215,7.36306227241285e-48,"hNC","CRNDE"
"629","EGR1.7",1.87850644661082e-39,1.50625940083595,0.709,0.18,4.84109896356074e-35,"hNC","EGR1"
"630","HOTAIRM1.3",1.29554349512193e-43,1.50535130841935,0.759,0.185,3.33874514127873e-39,"hNC","HOTAIRM1"
