"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"96","ISLR.1",2.77439869712463e-195,0.465713656390581,0.456,0.296,7.14990288235989e-191,"hCT","ISLR"
"97","IRX1.2",4.06536871492132e-173,0.465274811317578,0.162,0.057,1.04768617152237e-168,"hCT","IRX1"
"98","HOXA9.2",1.43245013594814e-183,0.464219862864646,0.503,0.356,3.69156724535196e-179,"hCT","HOXA9"
"99","RND3.2",4.86106104882619e-206,0.463937337589172,0.513,0.348,1.252744042893e-201,"hCT","RND3"
"100","KCTD12.2",1.13451101218938e-264,0.462144680085741,0.243,0.088,2.92374832951325e-260,"hCT","KCTD12"
"101","EPYC",0,2.2014461715367,0.38,0.078,0,"hChon","EPYC"
"102","MATN4",0,2.09931953511655,0.667,0.157,0,"hChon","MATN4"
"103","COL2A1",0,1.94302974439774,0.98,0.636,0,"hChon","COL2A1"
"104","CNMD",0,1.70432967600891,0.825,0.358,0,"hChon","CNMD"
"105","COL9A1",0,1.69511096885199,0.483,0.202,0,"hChon","COL9A1"
"106","TCF4",0,1.68723852415474,0.861,0.604,0,"hChon","TCF4"
"107","COL9A3",0,1.66669906218705,0.876,0.405,0,"hChon","COL9A3"
"108","WFDC2",0,1.58246319805259,0.744,0.264,0,"hChon","WFDC2"
"109","COL9A2",0,1.55521743666839,0.738,0.291,0,"hChon","COL9A2"
"110","AOPEP",0,1.39127479329819,0.822,0.357,0,"hChon","AOPEP"
"111","COL11A1",0,1.38877873441367,0.673,0.358,0,"hChon","COL11A1"
"112","MIA",0,1.34403502427088,0.589,0.161,0,"hChon","MIA"
"113","SOX9",0,1.27545488232788,0.825,0.449,0,"hChon","SOX9"
"114","NKX3-2",0,1.2601841356259,0.696,0.199,0,"hChon","NKX3-2"
"115","GPC3",0,1.17993060723935,0.975,0.767,0,"hChon","GPC3"
"116","SORBS2",0,1.16259286950374,0.532,0.169,0,"hChon","SORBS2"
"117","ID4",0,1.06095164400595,0.607,0.302,0,"hChon","ID4"
"118","PMP22",0,1.03630178679797,0.838,0.495,0,"hChon","PMP22"
"119","WWP2",0,0.999569663997953,0.529,0.188,0,"hChon","WWP2"
"120","SOX5",0,0.973563331158454,0.588,0.258,0,"hChon","SOX5"
"121","PAX1",0,0.949522029235825,0.774,0.36,0,"hChon","PAX1"
"122","METRNL",0,0.923439015222455,0.752,0.417,0,"hChon","METRNL"
"123","COL14A1",0,0.91004827427933,0.385,0.096,0,"hChon","COL14A1"
"124","HAPLN1",1.00590689148772e-211,0.908667758940519,0.185,0.058,2.592322650053e-207,"hChon","HAPLN1"
"125","CALD1",0,0.902359069648847,0.961,0.835,0,"hChon","CALD1"
"126","SCRG1",0,0.876737595230342,0.533,0.193,0,"hChon","SCRG1"
"127","CREB5",0,0.848258573496538,0.44,0.199,0,"hChon","CREB5"
"128","MMP11",3.69292034286991e-268,0.830486810112797,0.354,0.162,9.51702501561004e-264,"hChon","MMP11"
"129","RPS20",5.10512265665013e-243,0.806145339824273,0.825,0.778,1.3156411598453e-238,"hChon","RPS20"
"130","FOXF1",0,0.781726257935501,0.38,0.089,0,"hChon","FOXF1"
"131","ACAN",0,0.778754827736079,0.237,0.035,0,"hChon","ACAN"
"132","NCKAP5",0,0.76758973115845,0.328,0.081,0,"hChon","NCKAP5"
"133","COL11A2",0,0.76384329004056,0.249,0.066,0,"hChon","COL11A2"
"134","RPL13A",0,0.734972958007186,0.971,0.961,0,"hChon","RPL13A"
"135","TGFB3",0,0.710767964757181,0.328,0.122,0,"hChon","TGFB3"
"136","DLK1",5.17768128130124e-184,0.688586267676028,0.262,0.112,1.33434024300414e-179,"hChon","DLK1"
"137","MEST",1.42652405353577e-300,0.681851798872128,0.917,0.818,3.67629513836703e-296,"hChon","MEST"
"138","PKDCC",0,0.674263298438588,0.757,0.518,0,"hChon","PKDCC"
"139","RFLNA",0,0.671730891121191,0.58,0.323,0,"hChon","RFLNA"
"140","RPS11",0,0.663275277169347,0.994,0.989,0,"hChon","RPS11"
"141","CDC42EP3",0,0.661629995598123,0.37,0.145,0,"hChon","CDC42EP3"
"142","EIF3E",0,0.656357552011426,0.968,0.919,0,"hChon","EIF3E"
"143","PTCH1",1.04821698965738e-285,0.654143226158276,0.463,0.237,2.70136000404605e-281,"hChon","PTCH1"
"144","LITAF",4.47526488277624e-291,0.647564170027816,0.592,0.376,1.15332051294027e-286,"hChon","LITAF"
"145","FLRT2",8.58849115160877e-275,0.647340115574338,0.608,0.382,2.2133400546811e-270,"hChon","FLRT2"
"146","LMCD1",0,0.635807134089244,0.5,0.268,0,"hChon","LMCD1"
"147","WLS",2.22068757140531e-252,0.631279704918762,0.576,0.377,5.72293394026862e-248,"hChon","WLS"
"148","DUSP9",0,0.630989345472859,0.366,0.113,0,"hChon","DUSP9"
"149","SCD5",1.07448804289289e-256,0.630301877966451,0.332,0.147,2.76906313533927e-252,"hChon","SCD5"
"150","RGMB",8.43274306957457e-231,0.621606838630557,0.438,0.245,2.17320221646006e-226,"hChon","RGMB"
"151","COL27A1",0,0.616972885449024,0.411,0.188,0,"hChon","COL27A1"
"152","GPC6",3.70343879563378e-231,0.614557817196847,0.481,0.286,9.54413212022781e-227,"hChon","GPC6"
"153","AL035258.1",0,0.602913555346137,0.214,0.047,0,"hChon","AL035258.1"
"154","FGFR2",3.68615636961098e-306,0.586306074401688,0.373,0.158,9.49959358012445e-302,"hChon","FGFR2"
"155","SYNPO2",0,0.583272075427503,0.224,0.054,0,"hChon","SYNPO2"
"156","LUM",0,0.577629930499524,0.827,0.52,0,"hChon","LUM"
"157","LUZP2",0,0.576546718830204,0.271,0.082,0,"hChon","LUZP2"
"158","LRIG1",6.92290483070846e-241,0.574082216257165,0.355,0.167,1.78410180392188e-236,"hChon","LRIG1"
"159","FOXF2",0,0.573483702311267,0.269,0.07,0,"hChon","FOXF2"
"160","TENM3",2.45141930143723e-229,0.573454417858003,0.482,0.285,6.31755268173389e-225,"hChon","TENM3"
"161","GLCCI1",3.04046924156767e-273,0.571812089762216,0.398,0.191,7.83559328244405e-269,"hChon","GLCCI1"
"162","RPL23",3.81220291618393e-264,0.560059092556817,0.986,0.981,9.82442813529761e-260,"hChon","RPL23"
"163","ARTN",0,0.557036131317304,0.198,0.04,0,"hChon","ARTN"
"164","SNHG8",3.9344631986905e-217,0.554095872754764,0.715,0.571,1.01395051093453e-212,"hChon","SNHG8"
"165","SOX6",6.38890428866099e-172,0.553468208855428,0.367,0.205,1.64648452423082e-167,"hChon","SOX6"
"166","C1orf21",4.54452304266459e-213,0.550795245196928,0.447,0.263,1.17116903332509e-208,"hChon","C1orf21"
"167","RPL31",2.5210383525882e-268,0.549306823208564,0.92,0.903,6.49696793845504e-264,"hChon","RPL31"
"168","H1F0",4.19141482066018e-95,0.541959430614878,0.622,0.539,1.08016951343233e-90,"hChon","H1F0"
"169","ID1",5.67908542456188e-195,0.536763823491897,0.768,0.593,1.46355710476384e-190,"hChon","ID1"
"170","SULF2",1.00361608688262e-182,0.535075182477171,0.548,0.376,2.58641901750519e-178,"hChon","SULF2"
"171","ADAMTS6",1.56768985173793e-187,0.527858551030291,0.531,0.342,4.04009351691382e-183,"hChon","ADAMTS6"
"172","FIBIN",6.31062498527781e-98,0.52084679758838,0.422,0.296,1.62631116495595e-93,"hChon","FIBIN"
"173","PAX9",1.20068681715116e-234,0.518718566285264,0.388,0.189,3.09428999648025e-230,"hChon","PAX9"
"174","FLNB",3.11703427572055e-206,0.516956410507963,0.466,0.28,8.03290903195943e-202,"hChon","FLNB"
"175","SERTAD4-AS1",2.3489916061408e-176,0.513738475583231,0.381,0.215,6.05358626818544e-172,"hChon","SERTAD4-AS1"
"176","KCNQ1OT1",3.10635675445424e-145,0.511374661405714,0.779,0.672,8.00539199190403e-141,"hChon","KCNQ1OT1"
"177","CCND2",6.954934867738e-214,0.504268345707781,0.815,0.688,1.79235626476476e-209,"hChon","CCND2"
"178","TRPS1",1.86469605539286e-153,0.501922155191113,0.476,0.318,4.80550820435294e-149,"hChon","TRPS1"
"179","EPB41L4A-AS1",1.47507192839966e-162,0.494471167168079,0.657,0.523,3.80140786667877e-158,"hChon","EPB41L4A-AS1"
"180","SEMA3C",3.49308696253243e-242,0.491403918563521,0.291,0.115,9.00203441114233e-238,"hChon","SEMA3C"
"181","LEF1",3.37916903994594e-197,0.487305511943883,0.352,0.18,8.70845653284468e-193,"hChon","LEF1"
"182","PCLO",1.31056262564094e-197,0.486312699705173,0.218,0.08,3.37745094253926e-193,"hChon","PCLO"
"183","CCDC68",0,0.482977101436377,0.198,0.042,0,"hChon","CCDC68"
"184","RPL27A",9.11403918352978e-304,0.46716659914794,0.992,0.986,2.34877903798746e-299,"hChon","RPL27A"
"185","AUTS2",8.71524357562763e-140,0.464576894414319,0.592,0.461,2.246005421875e-135,"hChon","AUTS2"
"186","RGS10",3.9365853412768e-112,0.461168566087431,0.293,0.169,1.01449740830045e-107,"hChon","RGS10"
"187","P4HA1",1.23342575622106e-148,0.460925749118689,0.357,0.21,3.1786615163573e-144,"hChon","P4HA1"
"188","ANGPTL2",1.28622129194689e-252,0.458176974488139,0.277,0.104,3.31472089147633e-248,"hChon","ANGPTL2"
"189","RPL37A",1.38999963506251e-239,0.456348441038158,0.987,0.982,3.58216805951959e-235,"hChon","RPL37A"
"190","SNHG5",2.56858041926269e-135,0.454778108636796,0.562,0.424,6.61948859848187e-131,"hChon","SNHG5"
"191","RPL7",0,0.452984514315993,0.988,0.983,0,"hChon","RPL7"
"192","SCN1A",2.22524389937406e-305,0.451518794616238,0.202,0.048,5.73467605307688e-301,"hChon","SCN1A"
"193","NASP",3.22284321573859e-169,0.447634671186054,0.883,0.836,8.30558925127991e-165,"hChon","NASP"
"194","CNPY2",1.28761112115673e-135,0.446747980122538,0.706,0.618,3.318302620333e-131,"hChon","CNPY2"
"195","BOK",5.53000125850943e-171,0.444687324591634,0.197,0.074,1.42513662433047e-166,"hChon","BOK"
"196","NSA2",5.30801582985887e-146,0.443047099238179,0.783,0.722,1.36792875951293e-141,"hChon","NSA2"
"197","IGSF3",2.24543739913243e-123,0.441170061185695,0.395,0.259,5.78671672130419e-119,"hChon","IGSF3"
"198","SNHG6",6.06385618744735e-209,0.438600376642319,0.884,0.833,1.56271637806706e-204,"hChon","SNHG6"
"199","RAB28",1.67724369047901e-140,0.436269650069572,0.395,0.247,4.32242471473346e-136,"hChon","RAB28"
"200","TSPO",1.37195294375703e-140,0.431947334503939,0.416,0.263,3.53565993135624e-136,"hChon","TSPO"
"201","HBZ.2",3.40454827095468e-24,6.26119093413886,0.29,0.222,8.77386134907729e-20,"hCycle","HBZ"
"202","HBA1.2",3.79146985036688e-38,5.13673777450142,0.167,0.105,9.77099695138049e-34,"hCycle","HBA1"
"203","HBG2.2",2.1203400379948e-34,5.06854880857138,0.152,0.096,5.46432831191639e-30,"hCycle","HBG2"
"204","HBA2",2.90069460728694e-45,4.70998189527585,0.132,0.075,7.47538007243918e-41,"hCycle","HBA2"
"205","HBE1.2",5.62606623343271e-35,4.53564632820789,0.141,0.087,1.44989352901795e-30,"hCycle","HBE1"
"206","HIST1H4C.2",0,2.80156683794955,0.864,0.722,0,"hCycle","HIST1H4C"
"207","UBE2C.2",0,2.67398189551949,0.912,0.234,0,"hCycle","UBE2C"
"208","CENPF.2",0,2.59235457223027,0.893,0.221,0,"hCycle","CENPF"
"209","HMGB2.2",0,2.48984250016709,0.965,0.505,0,"hCycle","HMGB2"
"210","TOP2A.2",0,2.47420190829308,0.859,0.137,0,"hCycle","TOP2A"
"211","HIST1H1A.2",0,2.18671880675331,0.715,0.156,0,"hCycle","HIST1H1A"
"212","PTTG1.2",0,2.08105631212934,0.863,0.316,0,"hCycle","PTTG1"
"213","MKI67.2",0,2.03174133410497,0.813,0.131,0,"hCycle","MKI67"
"214","ASPM.3",0,2.00154682389028,0.749,0.117,0,"hCycle","ASPM"
"215","CKS2.2",0,1.9527953625793,0.895,0.379,0,"hCycle","CKS2"
"216","H2AFX.2",0,1.92516561551215,0.911,0.313,0,"hCycle","H2AFX"
"217","CCNB1.2",0,1.9044108116496,0.681,0.126,0,"hCycle","CCNB1"
"218","TUBB4B.2",0,1.89282949021978,0.933,0.547,0,"hCycle","TUBB4B"
"219","TPX2.2",0,1.74210413793772,0.717,0.088,0,"hCycle","TPX2"
"220","UBE2S.2",0,1.71881341327384,0.904,0.478,0,"hCycle","UBE2S"
"221","HIST1H1B.2",0,1.68477749898743,0.618,0.082,0,"hCycle","HIST1H1B"
"222","CKS1B.2",0,1.67798718660055,0.927,0.463,0,"hCycle","CKS1B"
"223","CDK1.2",0,1.6614913642106,0.768,0.119,0,"hCycle","CDK1"
"224","MT2A",1.9175962704923e-42,1.65096205537145,0.11,0.059,4.9418373486857e-38,"hCycle","MT2A"
"225","HIST1H1D.2",0,1.65011644895688,0.661,0.179,0,"hCycle","HIST1H1D"
"226","BIRC5.2",0,1.64299588232224,0.81,0.165,0,"hCycle","BIRC5"
"227","KPNA2.2",0,1.6108910440434,0.774,0.349,0,"hCycle","KPNA2"
"228","TUBA1B.2",0,1.59398794697851,0.991,0.895,0,"hCycle","TUBA1B"
"229","DLGAP5.2",0,1.57895641258372,0.636,0.068,0,"hCycle","DLGAP5"
"230","AURKB.2",0,1.53271368895038,0.741,0.102,0,"hCycle","AURKB"
"231","SMC4.2",0,1.50761857681148,0.828,0.272,0,"hCycle","SMC4"
"232","ARL6IP1.2",0,1.50662346640737,0.688,0.296,0,"hCycle","ARL6IP1"
"233","CDC20.2",0,1.49388290208386,0.553,0.096,0,"hCycle","CDC20"
"234","CCNB2.2",0,1.46602110876908,0.683,0.187,0,"hCycle","CCNB2"
"235","CENPE.2",0,1.42223939631777,0.562,0.068,0,"hCycle","CENPE"
"236","MAD2L1.2",0,1.38554382980917,0.813,0.199,0,"hCycle","MAD2L1"
"237","H2AFZ.3",0,1.3750006213611,0.981,0.939,0,"hCycle","H2AFZ"
"238","CDKN3.2",0,1.3595367318535,0.62,0.098,0,"hCycle","CDKN3"
"239","MIS18BP1.3",0,1.35149027065569,0.778,0.271,0,"hCycle","MIS18BP1"
"240","TUBA1C.3",0,1.33692409684302,0.598,0.243,0,"hCycle","TUBA1C"
"241","HIST1H1C.2",0,1.33085526549236,0.728,0.283,0,"hCycle","HIST1H1C"
"242","CENPW.2",0,1.3130050360242,0.839,0.281,0,"hCycle","CENPW"
"243","CENPA.2",0,1.28721824005448,0.498,0.043,0,"hCycle","CENPA"
"244","SGO2.2",0,1.27524149679162,0.561,0.08,0,"hCycle","SGO2"
"245","UBE2T.2",0,1.27154568339189,0.798,0.243,0,"hCycle","UBE2T"
"246","MXD3.2",0,1.26440636204427,0.588,0.066,0,"hCycle","MXD3"
"247","PCLAF.1",0,1.25874268273503,0.86,0.413,0,"hCycle","PCLAF"
"248","CKAP2.2",0,1.25454727254884,0.641,0.13,0,"hCycle","CKAP2"
"249","KIF20B.2",0,1.21912930787544,0.628,0.135,0,"hCycle","KIF20B"
"250","KIF11.2",0,1.21282087335693,0.607,0.082,0,"hCycle","KIF11"
"251","GTSE1.2",0,1.21076559502382,0.585,0.056,0,"hCycle","GTSE1"
"252","CDCA3.2",0,1.20884166009035,0.526,0.05,0,"hCycle","CDCA3"
"253","NUF2.2",0,1.20052581018609,0.582,0.06,0,"hCycle","NUF2"
"254","HMGN2.3",0,1.18851104006224,0.976,0.945,0,"hCycle","HMGN2"
"255","NDC80.2",0,1.12984817014321,0.57,0.053,0,"hCycle","NDC80"
"256","TYMS.1",0,1.1201964202187,0.776,0.366,0,"hCycle","TYMS"
"257","PIMREG.2",0,1.11287843091718,0.543,0.066,0,"hCycle","PIMREG"
"258","KNL1.2",0,1.10999328032783,0.551,0.071,0,"hCycle","KNL1"
"259","SPC25.2",0,1.0732992537495,0.583,0.064,0,"hCycle","SPC25"
"260","DTYMK.2",0,1.04525454120467,0.839,0.421,0,"hCycle","DTYMK"
"261","KIF22.2",0,1.04362883846916,0.664,0.171,0,"hCycle","KIF22"
"262","PSRC1.2",0,1.03382932572628,0.493,0.075,0,"hCycle","PSRC1"
"263","PLK1.2",0,1.03000171656625,0.409,0.04,0,"hCycle","PLK1"
"264","CCNA2.2",0,1.02937175218956,0.511,0.055,0,"hCycle","CCNA2"
"265","KIF2C.2",0,1.02802267757739,0.523,0.052,0,"hCycle","KIF2C"
"266","TACC3.2",0,1.01374934273754,0.536,0.064,0,"hCycle","TACC3"
"267","BLVRB.3",2.29663810660581e-75,1.0034479947173,0.336,0.212,5.91866606453382e-71,"hCycle","BLVRB"
"268","KIF23.2",0,0.990877127527624,0.485,0.045,0,"hCycle","KIF23"
"269","KIFC1.2",0,0.989032915177017,0.514,0.047,0,"hCycle","KIFC1"
"270","KIF15.2",0,0.987372663190736,0.542,0.068,0,"hCycle","KIF15"
"271","HMMR.2",0,0.986065126693045,0.432,0.047,0,"hCycle","HMMR"
"272","HMGB1.1",0,0.970592765784324,0.988,0.989,0,"hCycle","HMGB1"
"273","RRM2.2",0,0.959876897318216,0.548,0.093,0,"hCycle","RRM2"
"274","DEPDC1.2",0,0.950847172178506,0.451,0.036,0,"hCycle","DEPDC1"
"275","ZWINT.1",0,0.947084601852886,0.726,0.248,0,"hCycle","ZWINT"
"276","ANP32E.3",0,0.943304850216171,0.819,0.466,0,"hCycle","ANP32E"
"277","NCAPG.2",0,0.94169696273239,0.535,0.075,0,"hCycle","NCAPG"
"278","NUCKS1.1",0,0.940062917375211,0.948,0.842,0,"hCycle","NUCKS1"
"279","HIST1H3B.2",0,0.931346559160089,0.445,0.041,0,"hCycle","HIST1H3B"
"280","CDCA8.2",0,0.9271359593261,0.441,0.043,0,"hCycle","CDCA8"
"281","HIST1H1E.2",0,0.921140652547987,0.509,0.122,0,"hCycle","HIST1H1E"
"282","CKAP2L.2",0,0.917229229436096,0.473,0.04,0,"hCycle","CKAP2L"
"283","BUB3.2",0,0.907053596580265,0.745,0.401,0,"hCycle","BUB3"
"284","SLC25A37.2",1.05342041563259e-14,0.886296541732801,0.307,0.252,2.71476975312674e-10,"hCycle","SLC25A37"
"285","FBXO5.2",0,0.884576545167913,0.565,0.154,0,"hCycle","FBXO5"
"286","SMC2.2",0,0.877851879091438,0.76,0.364,0,"hCycle","SMC2"
"287","NUSAP1.2",0,0.855152193170703,0.437,0.039,0,"hCycle","NUSAP1"
"288","RAD21.2",0,0.852383820822323,0.768,0.475,0,"hCycle","RAD21"
"289","HMGB3.2",0,0.846251966725285,0.897,0.627,0,"hCycle","HMGB3"
"290","KIF4A.2",0,0.825443946692402,0.435,0.046,0,"hCycle","KIF4A"
"291","ECT2.2",0,0.824845741721819,0.435,0.055,0,"hCycle","ECT2"
"292","H2AFV.2",0,0.821579823776648,0.95,0.824,0,"hCycle","H2AFV"
"293","TMPO.1",0,0.817231065614112,0.845,0.543,0,"hCycle","TMPO"
"294","TROAP.2",0,0.811104644989159,0.39,0.05,0,"hCycle","TROAP"
"295","HIST1H2BH.2",0,0.81047041766535,0.502,0.113,0,"hCycle","HIST1H2BH"
"296","DBF4.2",0,0.801710239170056,0.531,0.158,0,"hCycle","DBF4"
"297","TTK.2",0,0.800398797182619,0.403,0.037,0,"hCycle","TTK"
"298","SGO1.2",0,0.795799099635341,0.462,0.066,0,"hCycle","SGO1"
"299","BUB1B.2",0,0.793588641656345,0.432,0.047,0,"hCycle","BUB1B"
"300","RAD51AP1.1",0,0.784702422359854,0.529,0.123,0,"hCycle","RAD51AP1"
"301","RAMP2.3",4.25168665320923e-104,3.58007120711687,0.967,0.447,1.09570216739855e-99,"hEC","RAMP2"
"302","GNG11.2",3.66153770254353e-146,3.54623145752224,0.96,0.257,9.43614881322493e-142,"hEC","GNG11"
"303","EGFL7.2",5.49643643867414e-173,3.53679680761447,0.94,0.194,1.41648663461071e-168,"hEC","EGFL7"
"304","S100A16",0,2.914397522315,0.873,0.064,0,"hEC","S100A16"
"305","PRCP",2.0549394626876e-138,2.76903311397642,0.787,0.152,5.29578448929221e-134,"hEC","PRCP"
"306","HSPG2",3.11525980228888e-161,2.74780856570134,0.787,0.128,8.02833603647868e-157,"hEC","HSPG2"
"307","CLDN5",0,2.74619999518738,0.747,0.017,0,"hEC","CLDN5"
"308","CDH5",0,2.73932923439317,0.84,0.001,0,"hEC","CDH5"
"309","PLVAP",0,2.7364569821388,0.767,0.021,0,"hEC","PLVAP"
"310","VAMP5.3",1.96556628962572e-238,2.71246696450908,0.887,0.109,5.06546088499443e-234,"hEC","VAMP5"
"311","APLNR",0,2.63447782524745,0.707,0.004,0,"hEC","APLNR"
"312","CAV1",0,2.59111102301023,0.733,0.007,0,"hEC","CAV1"
"313","KDR",0,2.48349441086317,0.807,0.002,0,"hEC","KDR"
"314","A2M.1",0,2.45172852372697,0.773,0.011,0,"hEC","A2M"
"315","CCDC85B.1",4.1683294582687e-98,2.43999923960133,0.9,0.337,1.07422018469043e-93,"hEC","CCDC85B"
"316","ESAM",0,2.43568910929794,0.78,0.003,0,"hEC","ESAM"
"317","PLXND1.1",0,2.40843481433651,0.8,0.036,0,"hEC","PLXND1"
"318","COL4A1.5",2.41583698406346e-92,2.35470141326926,0.82,0.24,6.22585349162995e-88,"hEC","COL4A1"
"319","ECSCR",0,2.35145115172611,0.793,0.003,0,"hEC","ECSCR"
"320","LMO2.1",0,2.28413199258523,0.787,0.027,0,"hEC","LMO2"
"321","TMSB4X.4",8.5414776792189e-80,2.26165184256662,1,0.971,2.2012242127115e-75,"hEC","TMSB4X"
"322","TFPI",0,2.24977082149663,0.693,0.03,0,"hEC","TFPI"
"323","CD93.1",0,2.21748790056246,0.76,0.002,0,"hEC","CD93"
"324","CD34",0,2.21598203409209,0.727,0.025,0,"hEC","CD34"
"325","IGFBP4.4",9.67026568648977e-95,2.19704918275093,0.907,0.335,2.49212417006528e-90,"hEC","IGFBP4"
"326","TMEM88.2",3.11833445289087e-196,2.1707153341114,0.76,0.09,8.03625971854505e-192,"hEC","TMEM88"
"327","ENG.1",0,2.16772641066815,0.733,0.035,0,"hEC","ENG"
"328","SOX18",0,2.14161576265551,0.72,0.002,0,"hEC","SOX18"
"329","TM4SF18",0,2.14126708542418,0.773,0.001,0,"hEC","TM4SF18"
"330","CALM1.4",6.75857975995963e-67,2.13122138422794,0.947,0.777,1.74175358993919e-62,"hEC","CALM1"
"331","GJA4",0,2.09715879711794,0.233,0.001,0,"hEC","GJA4"
"332","COL15A1",0,2.03348178175678,0.613,0.02,0,"hEC","COL15A1"
"333","PECAM1",0,2.01862996925304,0.74,0.001,0,"hEC","PECAM1"
"334","RNASE1.1",0,2.00262409759856,0.727,0.016,0,"hEC","RNASE1"
"335","CAVIN3.1",5.91695697271796e-106,2.00201786184289,0.713,0.136,1.52485898143915e-101,"hEC","CAVIN3"
"336","CRIP2.2",3.57564558219119e-199,1.95541062888137,0.787,0.093,9.21479622986492e-195,"hEC","CRIP2"
"337","S100A10.4",3.76497308100243e-64,1.89130938782594,0.813,0.304,9.70271212705136e-60,"hEC","S100A10"
"338","KLF2.1",1.42349411921249e-208,1.88409147450496,0.54,0.04,3.66848669462252e-204,"hEC","KLF2"
"339","FLT1",0,1.86193118510526,0.613,0.001,0,"hEC","FLT1"
"340","FKBP1A.1",3.99624598900382e-63,1.84709201504657,0.927,0.696,1.02987255382617e-58,"hEC","FKBP1A"
"341","GMFG.1",0,1.81733260780828,0.667,0.01,0,"hEC","GMFG"
"342","TIE1",0,1.81297613192722,0.68,0.006,0,"hEC","TIE1"
"343","GIMAP4.1",0,1.77925901638523,0.627,0.004,0,"hEC","GIMAP4"
"344","SPTBN1.1",1.54359155796805e-62,1.77360561084181,0.84,0.369,3.97798980403947e-58,"hEC","SPTBN1"
"345","SLC9A3R2.4",6.17794124496372e-53,1.7626705628165,0.713,0.264,1.5921172382396e-48,"hEC","SLC9A3R2"
"346","COL4A2.6",3.26078691356268e-54,1.76042501766529,0.84,0.452,8.40337395494239e-50,"hEC","COL4A2"
"347","TCIM",0,1.74304274750097,0.54,0.004,0,"hEC","TCIM"
"348","IGFBP3.1",2.95767870260696e-33,1.72494379008241,0.353,0.086,7.6222337844884e-29,"hEC","IGFBP3"
"349","ROBO4",0,1.63321769639843,0.633,0.001,0,"hEC","ROBO4"
"350","MYL12A.5",1.36795654543011e-54,1.61765941987736,0.927,0.741,3.52536081322794e-50,"hEC","MYL12A"
"351","NRP2.4",1.09064986971689e-50,1.61399712411086,0.713,0.253,2.81071377924739e-46,"hEC","NRP2"
"352","PODXL",0,1.61170320081955,0.547,0.012,0,"hEC","PODXL"
"353","IFI16.1",4.54573722556903e-274,1.60018737603216,0.6,0.037,1.17148194040139e-269,"hEC","IFI16"
"354","CALCRL",2.37634680804262e-223,1.59899512022525,0.653,0.056,6.12408335900663e-219,"hEC","CALCRL"
"355","HLA-E.1",3.74976298016167e-145,1.59108993961313,0.66,0.088,9.66351417617465e-141,"hEC","HLA-E"
"356","CAVIN2",0,1.58928569534476,0.547,0.011,0,"hEC","CAVIN2"
"357","RHOC.1",6.83404316207917e-47,1.5616692333184,0.86,0.53,1.76120126329942e-42,"hEC","RHOC"
"358","ARHGAP29.4",2.35979406924266e-71,1.55447542832811,0.727,0.2,6.08142529584527e-67,"hEC","ARHGAP29"
"359","CAVIN1",0,1.55303834071814,0.607,0.012,0,"hEC","CAVIN1"
"360","NPDC1.1",3.37268250260969e-182,1.55074196234709,0.613,0.059,8.69174007747542e-178,"hEC","NPDC1"
"361","ADAM15",0,1.54436501354252,0.613,0.024,0,"hEC","ADAM15"
"362","JUNB.5",1.63808498985483e-46,1.53489126517436,0.633,0.206,4.22150882735489e-42,"hEC","JUNB"
"363","LXN",1.38832874241381e-129,1.53477748780612,0.593,0.077,3.57786200207462e-125,"hEC","LXN"
"364","FXYD5.1",1.54815838719215e-168,1.52523360144495,0.607,0.063,3.9897589796329e-164,"hEC","FXYD5"
"365","SOX17",0,1.52269744876081,0.5,0.001,0,"hEC","SOX17"
"366","IL32",0,1.52162358105304,0.36,0.005,0,"hEC","IL32"
"367","FAM107B",6.05519664432581e-70,1.51980016758515,0.753,0.244,1.5604847272092e-65,"hEC","FAM107B"
"368","ETS1",4.17391394208032e-113,1.51791003044404,0.627,0.096,1.07565936201352e-108,"hEC","ETS1"
"369","ANXA2.5",8.19791540076724e-46,1.51079574770272,0.88,0.557,2.11268477793173e-41,"hEC","ANXA2"
"370","LAMA4.4",1.78632702113452e-62,1.50556098550832,0.727,0.224,4.60354336616577e-58,"hEC","LAMA4"
"371","LPAR6.1",3.77309004428707e-161,1.49551199767656,0.607,0.066,9.7236303531322e-157,"hEC","LPAR6"
"372","ICAM2",0,1.48865257128081,0.567,0.002,0,"hEC","ICAM2"
"373","B2M.6",1.43426603323081e-36,1.46480524222194,0.82,0.541,3.69624699423912e-32,"hEC","B2M"
"374","ELK3.2",1.5890417883857e-54,1.46119859469873,0.753,0.29,4.0951195928488e-50,"hEC","ELK3"
"375","GNAI2.3",1.80104047300889e-52,1.45424327496785,0.907,0.665,4.64146140299121e-48,"hEC","GNAI2"
"376","CYBA.4",1.69019890904572e-40,1.45148497435548,0.86,0.527,4.35581160850173e-36,"hEC","CYBA"
"377","MYH9.1",1.66293302512395e-88,1.44760812630017,0.72,0.166,4.28554469904694e-84,"hEC","MYH9"
"378","MYCT1",0,1.44308596813644,0.593,0.001,0,"hEC","MYCT1"
"379","SOX7",0,1.41960273656506,0.54,0.005,0,"hEC","SOX7"
"380","SAT1.3",4.37582145304924e-17,1.41836847035873,0.413,0.173,1.12769294666532e-12,"hEC","SAT1"
"381","EMCN",0,1.41312341396111,0.573,0.024,0,"hEC","EMCN"
