"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"EPYC",0,2.2014461715367,0.38,0.078,0,"hChon","EPYC"
"MATN4",0,2.09931953511655,0.667,0.157,0,"hChon","MATN4"
"COL2A1",0,1.94302974439774,0.98,0.636,0,"hChon","COL2A1"
"CNMD",0,1.70432967600891,0.825,0.358,0,"hChon","CNMD"
"COL9A1",0,1.69511096885199,0.483,0.202,0,"hChon","COL9A1"
"TCF4",0,1.68723852415474,0.861,0.604,0,"hChon","TCF4"
"COL9A3",0,1.66669906218705,0.876,0.405,0,"hChon","COL9A3"
"WFDC2",0,1.58246319805259,0.744,0.264,0,"hChon","WFDC2"
"COL9A2",0,1.55521743666839,0.738,0.291,0,"hChon","COL9A2"
"AOPEP",0,1.39127479329819,0.822,0.357,0,"hChon","AOPEP"
"COL11A1",0,1.38877873441367,0.673,0.358,0,"hChon","COL11A1"
"MIA",0,1.34403502427088,0.589,0.161,0,"hChon","MIA"
"SOX9",0,1.27545488232788,0.825,0.449,0,"hChon","SOX9"
"NKX3-2",0,1.2601841356259,0.696,0.199,0,"hChon","NKX3-2"
"GPC3",0,1.17993060723935,0.975,0.767,0,"hChon","GPC3"
"SORBS2",0,1.16259286950374,0.532,0.169,0,"hChon","SORBS2"
"ID4",0,1.06095164400595,0.607,0.302,0,"hChon","ID4"
"PMP22",0,1.03630178679797,0.838,0.495,0,"hChon","PMP22"
"WWP2",0,0.999569663997953,0.529,0.188,0,"hChon","WWP2"
"SOX5",0,0.973563331158454,0.588,0.258,0,"hChon","SOX5"
"PAX1",0,0.949522029235825,0.774,0.36,0,"hChon","PAX1"
"METRNL",0,0.923439015222455,0.752,0.417,0,"hChon","METRNL"
"COL14A1",0,0.91004827427933,0.385,0.096,0,"hChon","COL14A1"
"CALD1",0,0.902359069648847,0.961,0.835,0,"hChon","CALD1"
"SCRG1",0,0.876737595230342,0.533,0.193,0,"hChon","SCRG1"
"CREB5",0,0.848258573496538,0.44,0.199,0,"hChon","CREB5"
"FOXF1",0,0.781726257935501,0.38,0.089,0,"hChon","FOXF1"
"ACAN",0,0.778754827736079,0.237,0.035,0,"hChon","ACAN"
"NCKAP5",0,0.76758973115845,0.328,0.081,0,"hChon","NCKAP5"
"COL11A2",0,0.76384329004056,0.249,0.066,0,"hChon","COL11A2"
"RPL13A",0,0.734972958007186,0.971,0.961,0,"hChon","RPL13A"
"TGFB3",0,0.710767964757181,0.328,0.122,0,"hChon","TGFB3"
"PKDCC",0,0.674263298438588,0.757,0.518,0,"hChon","PKDCC"
"RFLNA",0,0.671730891121191,0.58,0.323,0,"hChon","RFLNA"
"RPS11",0,0.663275277169347,0.994,0.989,0,"hChon","RPS11"
"CDC42EP3",0,0.661629995598123,0.37,0.145,0,"hChon","CDC42EP3"
"EIF3E",0,0.656357552011426,0.968,0.919,0,"hChon","EIF3E"
"LMCD1",0,0.635807134089244,0.5,0.268,0,"hChon","LMCD1"
"DUSP9",0,0.630989345472859,0.366,0.113,0,"hChon","DUSP9"
"COL27A1",0,0.616972885449024,0.411,0.188,0,"hChon","COL27A1"
"AL035258.1",0,0.602913555346137,0.214,0.047,0,"hChon","AL035258.1"
"SYNPO2",0,0.583272075427503,0.224,0.054,0,"hChon","SYNPO2"
"LUM",0,0.577629930499524,0.827,0.52,0,"hChon","LUM"
"LUZP2",0,0.576546718830204,0.271,0.082,0,"hChon","LUZP2"
"FOXF2",0,0.573483702311267,0.269,0.07,0,"hChon","FOXF2"
"ARTN",0,0.557036131317304,0.198,0.04,0,"hChon","ARTN"
"CCDC68",0,0.482977101436377,0.198,0.042,0,"hChon","CCDC68"
"RPL7",0,0.452984514315993,0.988,0.983,0,"hChon","RPL7"
"RPS16",0,0.414835068796026,0.995,0.991,0,"hChon","RPS16"
"RPS29",0,0.384215663534365,0.995,0.994,0,"hChon","RPS29"
"RPLP0",0,0.375948106758057,0.993,0.989,0,"hChon","RPLP0"
"RPL23A",0,0.333003071550316,0.995,0.992,0,"hChon","RPL23A"
"HNRNPA1",0,0.309154373641835,0.999,0.993,0,"hChon","HNRNPA1"
"RPL5",0,0.289991639026018,0.998,0.998,0,"hChon","RPL5"
"TUBB",0,-0.717282995392362,0.969,0.988,0,"hChon","TUBB"
"MARCKS",0,-0.874095814643494,0.941,0.972,0,"hChon","MARCKS"
"COTL1",0,-0.908926640021101,0.285,0.569,0,"hChon","COTL1"
"MEIS2",0,-0.914389504779832,0.125,0.423,0,"hChon","MEIS2"
"JPT1",0,-0.986911286400534,0.583,0.799,0,"hChon","JPT1"
"IGFBP2",0,-1.00348180110379,0.64,0.811,0,"hChon","IGFBP2"
"NR2F1",0,-1.1366804564013,0.18,0.477,0,"hChon","NR2F1"
"CRABP2",0,-1.14480636715678,0.148,0.435,0,"hChon","CRABP2"
"UBE2S",0,-1.2035383982415,0.371,0.623,0,"hChon","UBE2S"
"TMSB4X",0,-1.30085385832369,0.942,0.979,0,"hChon","TMSB4X"
"SFRP1",0,-1.34302614674685,0.102,0.413,0,"hChon","SFRP1"
"TUBB4B",0,-1.41735917352263,0.389,0.695,0,"hChon","TUBB4B"
"TUBA1A",0,-1.46473623080869,0.837,0.939,0,"hChon","TUBA1A"
"IGFBP5",0,-2.20154292497999,0.131,0.394,0,"hChon","IGFBP5"
"CRABP1",0,-2.89804587676771,0.041,0.334,0,"hChon","CRABP1"
"TOP2A",1.11744031450657e-306,-1.45203912895459,0.096,0.347,2.87975543451489e-302,"hChon","TOP2A"
"FGFR2",3.68615636961098e-306,0.586306074401688,0.373,0.158,9.49959358012445e-302,"hChon","FGFR2"
"SCN1A",2.22524389937406e-305,0.451518794616238,0.202,0.048,5.73467605307688e-301,"hChon","SCN1A"
"RPL27A",9.11403918352978e-304,0.46716659914794,0.992,0.986,2.34877903798746e-299,"hChon","RPL27A"
"RPS25",1.076497152369e-303,0.268480466535985,0.998,0.995,2.77424081137016e-299,"hChon","RPS25"
"MT-CO2",1.64758829062077e-303,-0.489501708210911,0.968,0.975,4.24599978375879e-299,"hChon","MT-CO2"
"ARL6IP1",4.78855958470257e-303,-1.02802533127272,0.171,0.437,1.2340596905737e-298,"hChon","ARL6IP1"
"AKAP12",2.24634954272646e-301,-1.1738961374582,0.103,0.362,5.78906740656037e-297,"hChon","AKAP12"
"MEST",1.42652405353577e-300,0.681851798872128,0.917,0.818,3.67629513836703e-296,"hChon","MEST"
"UBE2C",2.87362390694989e-297,-1.74620738952999,0.186,0.433,7.40561617060055e-293,"hChon","UBE2C"
"EBF2",5.64716190370206e-294,-0.783405620179729,0.064,0.311,1.45533009420306e-289,"hChon","EBF2"
"RPS2",1.86375035442642e-292,0.294363339203255,0.998,0.997,4.80307103839233e-288,"hChon","RPS2"
"LITAF",4.47526488277624e-291,0.647564170027816,0.592,0.376,1.15332051294027e-286,"hChon","LITAF"
"RPL9",1.01279542014403e-285,0.268493978110993,0.997,0.996,2.61007507725317e-281,"hChon","RPL9"
"PTCH1",1.04821698965738e-285,0.654143226158276,0.463,0.237,2.70136000404605e-281,"hChon","PTCH1"
"MEIS1",5.80272764021164e-275,-0.605411432773555,0.029,0.25,1.49542094015894e-270,"hChon","MEIS1"
"FLRT2",8.58849115160877e-275,0.647340115574338,0.608,0.382,2.2133400546811e-270,"hChon","FLRT2"
"CENPF",2.13700392906019e-273,-1.65844785211932,0.181,0.416,5.50727282558101e-269,"hChon","CENPF"
"GLCCI1",3.04046924156767e-273,0.571812089762216,0.398,0.191,7.83559328244405e-269,"hChon","GLCCI1"
"MAP1B",3.05084554128175e-273,-1.07182142484212,0.306,0.563,7.86233404443719e-269,"hChon","MAP1B"
"TPX2",7.50377875920231e-273,-0.886976125793706,0.048,0.272,1.93379882403403e-268,"hChon","TPX2"
"RPL21",1.894272293233e-272,0.334547872747746,0.996,0.994,4.88172912689077e-268,"hChon","RPL21"
"RPL31",2.5210383525882e-268,0.549306823208564,0.92,0.903,6.49696793845504e-264,"hChon","RPL31"
"MMP11",3.69292034286991e-268,0.830486810112797,0.354,0.162,9.51702501561004e-264,"hChon","MMP11"
"RPL23",3.81220291618393e-264,0.560059092556817,0.986,0.981,9.82442813529761e-260,"hChon","RPL23"
"PFN1",1.49679519915575e-259,-0.539179875215703,0.906,0.953,3.85739090774427e-255,"hChon","PFN1"
"BIRC5",4.51338212734999e-258,-0.874869289290773,0.119,0.355,1.16314370803937e-253,"hChon","BIRC5"
"SCD5",1.07448804289289e-256,0.630301877966451,0.332,0.147,2.76906313533927e-252,"hChon","SCD5"
"RPLP2",1.0713013409518e-255,0.336853055543285,0.994,0.992,2.76085068576689e-251,"hChon","RPLP2"
"TUBA1B",3.73223983010531e-255,-0.818758950620526,0.852,0.933,9.6183552661644e-251,"hChon","TUBA1B"
"DLGAP5",5.41613411003766e-255,-0.781404030552319,0.028,0.235,1.39579192149781e-250,"hChon","DLGAP5"
"AURKB",1.51081388292392e-253,-0.740344735576917,0.066,0.287,3.89351845768323e-249,"hChon","AURKB"
"ANGPTL2",1.28622129194689e-252,0.458176974488139,0.277,0.104,3.31472089147633e-248,"hChon","ANGPTL2"
"CRNDE",2.1955465606439e-252,-0.614624361268408,0.046,0.261,5.65814304143541e-248,"hChon","CRNDE"
"WLS",2.22068757140531e-252,0.631279704918762,0.576,0.377,5.72293394026862e-248,"hChon","WLS"
"NPM1",2.93369493881105e-251,0.273040248113332,0.995,0.988,7.56042522680995e-247,"hChon","NPM1"
"MKI67",2.31947729695748e-249,-1.03587950059838,0.101,0.327,5.97752494198912e-245,"hChon","MKI67"
"NRP2",6.09944227807919e-249,-0.698492358881702,0.076,0.303,1.57188726948379e-244,"hChon","NRP2"
"RPL38",6.94535088514614e-249,0.385773239778937,0.98,0.978,1.78988637661101e-244,"hChon","RPL38"
"THRB",2.5821436427599e-246,0.358670441316421,0.16,0.037,6.65444238175653e-242,"hChon","THRB"
"HIST1H1B",1.8420320930828e-245,-0.935638824460664,0.037,0.242,4.74710090708369e-241,"hChon","HIST1H1B"
"CCNB1",2.78520577662291e-245,-1.08960328050578,0.075,0.291,7.1777538069349e-241,"hChon","CCNB1"
"PRRX1",4.26367811712788e-243,-0.705572175874545,0.029,0.229,1.09879248756503e-238,"hChon","PRRX1"
"RPS20",5.10512265665013e-243,0.806145339824273,0.825,0.778,1.3156411598453e-238,"hChon","RPS20"
"SEMA3C",3.49308696253243e-242,0.491403918563521,0.291,0.115,9.00203441114233e-238,"hChon","SEMA3C"
"LRIG1",6.92290483070846e-241,0.574082216257165,0.355,0.167,1.78410180392188e-236,"hChon","LRIG1"
"RPL37A",1.38999963506251e-239,0.456348441038158,0.987,0.982,3.58216805951959e-235,"hChon","RPL37A"
"NR2F2",1.34620002873138e-237,-0.694812808814216,0.17,0.406,3.46929209404365e-233,"hChon","NR2F2"
"FENDRR",1.05517270607102e-235,0.325964409460832,0.139,0.028,2.71928558081563e-231,"hChon","FENDRR"
"PAX9",1.20068681715116e-234,0.518718566285264,0.388,0.189,3.09428999648025e-230,"hChon","PAX9"
"KPNA2",4.02609572282365e-232,-0.972716038273856,0.259,0.49,1.03756512872888e-227,"hChon","KPNA2"
"CKS2",1.91752979696166e-231,-1.12890064457976,0.328,0.535,4.9416660397499e-227,"hChon","CKS2"
"GPC6",3.70343879563378e-231,0.614557817196847,0.481,0.286,9.54413212022781e-227,"hChon","GPC6"
"RGMB",8.43274306957457e-231,0.621606838630557,0.438,0.245,2.17320221646006e-226,"hChon","RGMB"
"TENM3",2.45141930143723e-229,0.573454417858003,0.482,0.285,6.31755268173389e-225,"hChon","TENM3"
"WNK4",3.08259231492145e-229,0.263944420623347,0.13,0.025,7.94414865478407e-225,"hChon","WNK4"
"LINC00511",8.64063065846985e-225,0.414787718892549,0.258,0.098,2.22677692699426e-220,"hChon","LINC00511"
"MDK",2.65379939304433e-224,-0.44211694597768,0.993,0.968,6.83910641581454e-220,"hChon","MDK"
"STMN1",1.27616004438181e-222,-0.441976554236554,0.991,0.989,3.28879205037637e-218,"hChon","STMN1"
"ASPM",2.47924876377062e-222,-1.03556996373417,0.092,0.297,6.38927198911327e-218,"hChon","ASPM"
"RNF144B",4.08998919616632e-222,0.279689625268842,0.136,0.029,1.05403111574402e-217,"hChon","RNF144B"
"NDUFS5",6.07673374935851e-220,-0.416138906491384,0.868,0.937,1.56603505454718e-215,"hChon","NDUFS5"
"HIST1H1A",1.62417080764768e-219,-1.27171467622684,0.116,0.32,4.18565058838883e-215,"hChon","HIST1H1A"
"SNHG8",3.9344631986905e-217,0.554095872754764,0.715,0.571,1.01395051093453e-212,"hChon","SNHG8"
"GTSE1",1.52344685391865e-216,-0.557244380329175,0.028,0.209,3.92607488723375e-212,"hChon","GTSE1"
"H2AFX",8.09644562969105e-216,-0.970843008039661,0.283,0.486,2.08653500322768e-211,"hChon","H2AFX"
"CCND2",6.954934867738e-214,0.504268345707781,0.815,0.688,1.79235626476476e-209,"hChon","CCND2"
"C1orf21",4.54452304266459e-213,0.550795245196928,0.447,0.263,1.17116903332509e-208,"hChon","C1orf21"
"CHRD",7.91969865536126e-213,0.400873904342291,0.182,0.055,2.04098554047315e-208,"hChon","CHRD"
"CDKN3",7.12414281994278e-212,-0.650675365555231,0.059,0.252,1.83596284612745e-207,"hChon","CDKN3"
"NDC80",9.92058937063164e-212,-0.497194982717432,0.025,0.202,2.55663508670548e-207,"hChon","NDC80"
"HAPLN1",1.00590689148772e-211,0.908667758940519,0.185,0.058,2.592322650053e-207,"hChon","HAPLN1"
"CDCA3",3.00614728627502e-210,-0.568061654729263,0.018,0.19,7.74714217145935e-206,"hChon","CDCA3"
"SNHG6",6.06385618744735e-209,0.438600376642319,0.884,0.833,1.56271637806706e-204,"hChon","SNHG6"
"MEIS3",1.01679189779902e-208,-0.503473932686655,0.022,0.197,2.62037439981785e-204,"hChon","MEIS3"
"NUF2",2.83367393878168e-206,-0.54032424764268,0.033,0.211,7.30266110763428e-202,"hChon","NUF2"
"FLNB",3.11703427572055e-206,0.516956410507963,0.466,0.28,8.03290903195943e-202,"hChon","FLNB"
"ZEB2",8.94351566832238e-206,-0.548764324001681,0.014,0.181,2.30483342288336e-201,"hChon","ZEB2"
"PPP1R14C",1.13166927772616e-205,0.38736346294963,0.232,0.086,2.91642489562808e-201,"hChon","PPP1R14C"
"SPRY1",7.47141848370835e-204,-0.433801403544328,0.008,0.168,1.92545925743648e-199,"hChon","SPRY1"
"CTSC",1.02577434893844e-202,-0.648827324890248,0.08,0.277,2.64352307464925e-198,"hChon","CTSC"
"MXD3",2.08161017332735e-202,-0.556590942106449,0.038,0.217,5.36451757768191e-198,"hChon","MXD3"
"AC068672.2",1.42599227926513e-201,0.343246911885651,0.174,0.052,3.67492470289417e-197,"hChon","AC068672.2"
"PIMREG",2.32264025475906e-200,-0.526284569308038,0.032,0.206,5.98567620053958e-196,"hChon","PIMREG"
"SNCG",2.51546827184494e-198,-0.922384471527002,0.046,0.227,6.48261328337158e-194,"hChon","SNCG"
"PCLO",1.31056262564094e-197,0.486312699705173,0.218,0.08,3.37745094253926e-193,"hChon","PCLO"
"LEF1",3.37916903994594e-197,0.487305511943883,0.352,0.18,8.70845653284468e-193,"hChon","LEF1"
"ID1",5.67908542456188e-195,0.536763823491897,0.768,0.593,1.46355710476384e-190,"hChon","ID1"
"SOX4",5.61528582967334e-194,0.419960249862499,0.959,0.882,1.44711531116512e-189,"hChon","SOX4"
"CENPA",5.85139615650697e-194,-0.582535654756645,0.016,0.175,1.50796330349341e-189,"hChon","CENPA"
"CKB",1.17465119957694e-192,-1.98655254636006,0.065,0.244,3.02719360642972e-188,"hChon","CKB"
"IFITM3",2.2131593567446e-192,-0.613508597427607,0.658,0.776,5.70353297826651e-188,"hChon","IFITM3"
"RBP1",3.55837787578484e-191,-0.727912455109631,0.749,0.866,9.17029562368511e-187,"hChon","RBP1"
"CDK1",4.90166837880826e-191,-0.74346027675971,0.11,0.3,1.26320895790268e-186,"hChon","CDK1"
"SOX9-AS1",9.51323550752935e-191,0.379206106204926,0.214,0.079,2.45165592264539e-186,"hChon","SOX9-AS1"
"CENPE",1.55635543151423e-190,-0.657757991679386,0.04,0.212,4.01088358255532e-186,"hChon","CENPE"
"CSMD1",4.11845233501009e-190,0.311034430522871,0.163,0.048,1.06136635125545e-185,"hChon","CSMD1"
"CD24",5.20951859416175e-190,-0.784632539591887,0.314,0.53,1.34254503690143e-185,"hChon","CD24"
"CALM3",1.86161439828557e-189,-0.468600689037629,0.547,0.741,4.79756646582174e-185,"hChon","CALM3"
"SHISA3",2.18159184887066e-189,-0.650791083254846,0.019,0.177,5.62218035372458e-185,"hChon","SHISA3"
"MKX",2.42872913880386e-189,0.338873411481176,0.168,0.051,6.25907786361143e-185,"hChon","MKX"
"NREP",3.03531614860512e-188,0.370004292130442,0.942,0.873,7.82231324657026e-184,"hChon","NREP"
"SPRY2",7.04803991603382e-188,-0.435491727669418,0.035,0.203,1.81635036676108e-183,"hChon","SPRY2"
"ADAMTS6",1.56768985173793e-187,0.527858551030291,0.531,0.342,4.04009351691382e-183,"hChon","ADAMTS6"
"SMOC1",4.77607944638117e-186,0.340307928385233,0.15,0.042,1.23084343412689e-181,"hChon","SMOC1"
"SPC25",2.81654505417416e-184,-0.448501185616166,0.043,0.212,7.25851825911222e-180,"hChon","SPC25"
"DLK1",5.17768128130124e-184,0.688586267676028,0.262,0.112,1.33434024300414e-179,"hChon","DLK1"
"PTTG1",5.37262244459598e-183,-1.20962516676109,0.29,0.474,1.38457853019683e-178,"hChon","PTTG1"
"ZNF503",6.30966426258224e-183,-0.541977905646147,0.192,0.403,1.62606357711007e-178,"hChon","ZNF503"
"SULF2",1.00361608688262e-182,0.535075182477171,0.548,0.376,2.58641901750519e-178,"hChon","SULF2"
"BOC",1.10546161101256e-180,-0.492971863562418,0.066,0.244,2.84888511774047e-176,"hChon","BOC"
"SFRP5",4.24781469752546e-180,0.283344922869719,0.114,0.025,1.09470432569929e-175,"hChon","SFRP5"
"DDAH2",1.75958947830097e-178,-0.415441299703893,0.762,0.88,4.53463804452943e-174,"hChon","DDAH2"
"HIC1",5.34090485556013e-178,-0.38678841812818,0.014,0.162,1.3764045903264e-173,"hChon","HIC1"
"SERTAD4-AS1",2.3489916061408e-176,0.513738475583231,0.381,0.215,6.05358626818544e-172,"hChon","SERTAD4-AS1"
"HMMR",1.46382021154098e-175,-0.468483339707907,0.015,0.162,3.77241106716226e-171,"hChon","HMMR"
"HIST1H2BH",3.31925391848351e-173,-0.417134894843715,0.06,0.234,8.55404927332385e-169,"hChon","HIST1H2BH"
"TACC3",1.18711806929032e-172,-0.426332220757842,0.04,0.201,3.0593219763681e-168,"hChon","TACC3"
"SOX6",6.38890428866099e-172,0.553468208855428,0.367,0.205,1.64648452423082e-167,"hChon","SOX6"
"RND3",3.47889346014828e-171,-0.63380276250198,0.248,0.459,8.96545633614812e-167,"hChon","RND3"
"BOK",5.53000125850943e-171,0.444687324591634,0.197,0.074,1.42513662433047e-166,"hChon","BOK"
"HMGB2",6.32708961625019e-170,-1.35967615995805,0.507,0.631,1.63055426500384e-165,"hChon","HMGB2"
"NASP",3.22284321573859e-169,0.447634671186054,0.883,0.836,8.30558925127991e-165,"hChon","NASP"
"KIF2C",6.94382516855326e-168,-0.413263580549689,0.033,0.187,1.78949318418786e-163,"hChon","KIF2C"
"TMSB10",9.05060909082548e-168,-0.310604044670802,0.998,0.993,2.33243246879664e-163,"hChon","TMSB10"
"CKS1B",1.07783724832367e-167,-0.843673373729926,0.443,0.596,2.77769437265492e-163,"hChon","CKS1B"
"KIFC1",1.10279656385674e-167,-0.392799277203606,0.029,0.18,2.8420170247152e-163,"hChon","KIFC1"
"CCNA2",2.1966639840679e-167,-0.435326988649131,0.033,0.186,5.66102275334138e-163,"hChon","CCNA2"
"ID3",2.52313395039553e-167,0.310816561653701,0.925,0.787,6.50236850356432e-163,"hChon","ID3"
"PHLDA1",5.6472571056318e-167,-0.511235099212698,0.048,0.208,1.45535462869237e-162,"hChon","PHLDA1"
"CKAP2L",8.5784063659444e-166,-0.375013843588597,0.021,0.165,2.21074110456753e-161,"hChon","CKAP2L"
"HES4",3.83530369401394e-165,-1.13230574885312,0.087,0.255,9.88396114984332e-161,"hChon","HES4"
"EDNRA",8.20631218022038e-165,-0.476277249927681,0.061,0.226,2.1148487119646e-160,"hChon","EDNRA"
"SMOC2",2.46924301584242e-164,0.415345802332985,0.199,0.077,6.36348617612751e-160,"hChon","SMOC2"
"CKAP2",2.72533120821504e-163,-0.545469979117389,0.102,0.278,7.02345105669099e-159,"hChon","CKAP2"
"HIST1H3B",2.7973427558374e-163,-0.397559269372742,0.018,0.158,7.20903201606855e-159,"hChon","HIST1H3B"
"EPB41L4A-AS1",1.47507192839966e-162,0.494471167168079,0.657,0.523,3.80140786667877e-158,"hChon","EPB41L4A-AS1"
"KIF23",5.34881350314552e-162,-0.407910393300692,0.026,0.171,1.37844272789563e-157,"hChon","KIF23"
"TMEM108",1.78871307587889e-160,0.26731579838561,0.157,0.051,4.60969246784748e-156,"hChon","TMEM108"
"CDC20",3.03254059874853e-160,-0.747724112672369,0.068,0.229,7.81516037703483e-156,"hChon","CDC20"
"SGO2",5.07722913953536e-160,-0.557575718741427,0.06,0.218,1.30845272154966e-155,"hChon","SGO2"
"HIST1H1D",1.34877092557336e-159,-0.863521568761569,0.142,0.321,3.47591755229511e-155,"hChon","HIST1H1D"
"NAP1L1",1.86812565737967e-157,0.332480149465479,0.958,0.944,4.81434663163315e-153,"hChon","NAP1L1"
"PLK1",4.62028909400768e-157,-0.471098517470352,0.014,0.148,1.19069470241672e-152,"hChon","PLK1"
"KIF11",3.07221164629735e-156,-0.478919664745542,0.069,0.23,7.91739663367289e-152,"hChon","KIF11"
"PTMS",7.60384583169512e-156,-0.355593773606984,0.938,0.965,1.95958710928615e-151,"hChon","PTMS"
"SEPTIN11",1.53075119855593e-155,-0.505529652801723,0.595,0.742,3.94489891379849e-151,"hChon","SEPTIN11"
"CXCL12",7.38878070521595e-155,-0.846942738950065,0.197,0.389,1.9041626755412e-150,"hChon","CXCL12"
"FAT3",1.03311535729706e-154,-0.344699624525203,0.009,0.137,2.66244158729026e-150,"hChon","FAT3"
"TRPS1",1.86469605539286e-153,0.501922155191113,0.476,0.318,4.80550820435294e-149,"hChon","TRPS1"
"DUSP6",3.79251642299354e-153,-0.433118456750296,0.052,0.206,9.77369407369666e-149,"hChon","DUSP6"
"FHAD1",8.76938594950256e-153,0.294523016517824,0.111,0.028,2.2599584530463e-148,"hChon","FHAD1"
"PCDH7",2.40889695860665e-152,-0.330961226451344,0.011,0.14,6.2079683520252e-148,"hChon","PCDH7"
"HSP90AB1",9.43304730774819e-152,0.279282088477624,0.977,0.975,2.43099062167979e-147,"hChon","HSP90AB1"
"KIF4A",3.02680427520034e-151,-0.343985579424561,0.023,0.159,7.80037729761878e-147,"hChon","KIF4A"
"HIST1H4C",9.3359320541584e-151,-2.01817601928463,0.69,0.77,2.40596304967716e-146,"hChon","HIST1H4C"
"CALM2",1.95780551859581e-149,-0.486095230785029,0.93,0.953,5.04546060197327e-145,"hChon","CALM2"
"MEOX2",2.96212504267376e-149,-0.377444133716724,0.043,0.191,7.63369244747456e-145,"hChon","MEOX2"
"TNFAIP8",4.75094760530159e-149,0.427985887075625,0.379,0.227,1.22436670736227e-144,"hChon","TNFAIP8"
"P4HA1",1.23342575622106e-148,0.460925749118689,0.357,0.21,3.1786615163573e-144,"hChon","P4HA1"
"ECT2",1.69571027853928e-148,-0.364988475140701,0.029,0.166,4.37001495882357e-144,"hChon","ECT2"
"CDCA8",2.07987867756137e-148,-0.382427717656555,0.024,0.158,5.36005533994341e-144,"hChon","CDCA8"
"CDH11",2.19868661870013e-148,-0.542148622081495,0.274,0.464,5.6662352850521e-144,"hChon","CDH11"
"PAPSS2",2.84512688492029e-148,0.345016078496609,0.155,0.053,7.33217649512807e-144,"hChon","PAPSS2"
"THSD7A",2.84718068268332e-148,-0.428855553840337,0.036,0.178,7.3374693373432e-144,"hChon","THSD7A"
"S100A6",4.61475326811474e-148,0.397867819674519,0.71,0.567,1.18926806472585e-143,"hChon","S100A6"
"MAD2L1",1.27841163524485e-147,-0.594954919933529,0.193,0.369,3.29459462518949e-143,"hChon","MAD2L1"
"KIF22",2.11063547878236e-147,-0.445453678635937,0.138,0.315,5.43931869237002e-143,"hChon","KIF22"
"MEG3",5.21551984109297e-146,0.321518186294805,0.704,0.571,1.34409161824807e-141,"hChon","MEG3"
"NSA2",5.30801582985887e-146,0.443047099238179,0.783,0.722,1.36792875951293e-141,"hChon","NSA2"
"KCNQ1OT1",3.10635675445424e-145,0.511374661405714,0.779,0.672,8.00539199190403e-141,"hChon","KCNQ1OT1"
"NCAPG",7.4707053163486e-145,-0.368332820749783,0.056,0.206,1.9252754670762e-140,"hChon","NCAPG"
"HIST1H1E",2.26532704613221e-144,-0.448157182014434,0.08,0.239,5.83797433058732e-140,"hChon","HIST1H1E"
"IFITM2",3.55082662559376e-144,-0.569526444106047,0.409,0.58,9.15083529681767e-140,"hChon","IFITM2"
"ACTB",3.92771029814647e-144,-0.302962088668054,0.989,0.994,1.01221022093533e-139,"hChon","ACTB"
"EFNB2",1.26109466606565e-143,-0.373222662526509,0.048,0.195,3.24996706391778e-139,"hChon","EFNB2"
"GALNT5",1.80995002972302e-143,0.261483609866049,0.141,0.045,4.6644222215992e-139,"hChon","GALNT5"
"DAAM1",1.91317641434563e-142,-0.44416060470748,0.131,0.307,4.93044693741013e-138,"hChon","DAAM1"
"DEPDC1",2.81077308192165e-142,-0.365475545150072,0.023,0.153,7.24364330942029e-138,"hChon","DEPDC1"
"VDAC3",1.3774762302526e-141,-0.39097239838047,0.482,0.668,3.54989399298397e-137,"hChon","VDAC3"
"PPP1R3B",6.36584180426358e-141,0.283320386333079,0.165,0.061,1.64054109137677e-136,"hChon","PPP1R3B"
"B2M",1.24538562041862e-140,0.33209224811984,0.655,0.513,3.20948328238082e-136,"hChon","B2M"
"TSPO",1.37195294375703e-140,0.431947334503939,0.416,0.263,3.53565993135624e-136,"hChon","TSPO"
"RAB28",1.67724369047901e-140,0.436269650069572,0.395,0.247,4.32242471473346e-136,"hChon","RAB28"
"AUTS2",8.71524357562763e-140,0.464576894414319,0.592,0.461,2.246005421875e-135,"hChon","AUTS2"
"H19",5.4123604064058e-139,-0.856879430228386,0.171,0.332,1.39481940033484e-134,"hChon","H19"
"BLOC1S1",1.56284806654515e-138,-0.349780755185061,0.595,0.768,4.02761575229351e-134,"hChon","BLOC1S1"
"HOXB2",4.98420177091278e-137,-0.501814882192793,0.122,0.29,1.28447863838193e-132,"hChon","HOXB2"
"PCOLCE2",2.2891277961726e-136,0.367623296018698,0.223,0.102,5.8993112435164e-132,"hChon","PCOLCE2"
"TTK",2.99639505227342e-136,-0.317676216706969,0.019,0.142,7.72200968921382e-132,"hChon","TTK"
"IGDCC3",1.04574815438116e-135,-0.40508897086445,0.072,0.223,2.69499756865568e-131,"hChon","IGDCC3"
"CNPY2",1.28761112115673e-135,0.446747980122538,0.706,0.618,3.318302620333e-131,"hChon","CNPY2"
"HOXA10",1.31075117162248e-135,-0.610790966126688,0.216,0.383,3.3779368443883e-131,"hChon","HOXA10"
"SNHG5",2.56858041926269e-135,0.454778108636796,0.562,0.424,6.61948859848187e-131,"hChon","SNHG5"
"KIF15",2.91615861220511e-135,-0.362396782215459,0.057,0.201,7.5152323595138e-131,"hChon","KIF15"
"CENPW",6.86787809600545e-135,-0.519904124804369,0.264,0.439,1.76992086412156e-130,"hChon","CENPW"
"EIF3H",5.62680976421348e-134,0.314121738205651,0.918,0.889,1.45008514433546e-129,"hChon","EIF3H"
