"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CACYBP",8.20006490718243e-148,0.333002473628415,0.725,0.523,2.11323872722998e-143,"hCycle","CACYBP"
"EMP2",7.09313262807998e-147,0.259468422545888,0.382,0.202,1.82797120958249e-142,"hCycle","EMP2"
"RPS11.2",3.12070552050455e-146,-0.445979902815862,0.99,0.99,8.04237019689229e-142,"hCycle","RPS11"
"SEPTIN10",3.64230572348478e-145,0.284520271853362,0.414,0.231,9.38658607999262e-141,"hCycle","SEPTIN10"
"PFDN5",1.00675049816454e-144,-0.262809659385169,0.98,0.986,2.59449670881984e-140,"hCycle","PFDN5"
"DCXR",2.37993239361998e-144,0.332951049137974,0.658,0.453,6.13332377159804e-140,"hCycle","DCXR"
"EIF3F",6.80180033464866e-141,-0.298254999083892,0.934,0.939,1.75289196424231e-136,"hCycle","EIF3F"
"TMEM106C.1",2.36693844336964e-140,0.302071013366016,0.464,0.275,6.09983706240791e-136,"hCycle","TMEM106C"
"IKBIP",3.24468355144373e-139,0.250500976766045,0.32,0.164,8.36187398042565e-135,"hCycle","IKBIP"
"HMGA1.1",4.74675775717223e-139,0.328082927696197,0.887,0.78,1.22328694160086e-134,"hCycle","HMGA1"
"CENPX",1.60141963872119e-138,0.349056859759738,0.768,0.598,4.12701855094838e-134,"hCycle","CENPX"
"CSE1L",1.92142350772912e-138,0.256402841299021,0.386,0.212,4.95170052176871e-134,"hCycle","CSE1L"
"PRDX2.1",2.31212235440385e-138,0.377556015664767,0.987,0.971,5.95857051953417e-134,"hCycle","PRDX2"
"CNTRL",4.69325842278099e-137,0.2769585035305,0.325,0.168,1.20949962813489e-132,"hCycle","CNTRL"
"RFC4",6.21582030404964e-137,0.272891971787052,0.467,0.277,1.60187905055663e-132,"hCycle","RFC4"
"SRSF2",1.22822092938283e-135,0.301156727589382,0.907,0.805,3.16524815711248e-131,"hCycle","SRSF2"
"SMC3",6.28757881798408e-133,0.320556878608696,0.795,0.627,1.62037193718268e-128,"hCycle","SMC3"
"NT5DC2",9.03883096542135e-130,0.302785315265504,0.807,0.63,2.32939712809873e-125,"hCycle","NT5DC2"
"SLC25A3",2.64542500335011e-129,-0.26659204313402,0.964,0.976,6.81752477613357e-125,"hCycle","SLC25A3"
"MRPS6.1",2.49809881650582e-128,0.293369491604734,0.841,0.668,6.43785046001714e-124,"hCycle","MRPS6"
"RPL13A.2",1.49154567574385e-127,-0.520565655613203,0.963,0.964,3.84386236095947e-123,"hCycle","RPL13A"
"HDGF.1",1.4942917386892e-127,0.317878632369371,0.645,0.454,3.85093923977593e-123,"hCycle","HDGF"
"HNRNPR",9.35922314591248e-126,0.30468826263099,0.901,0.824,2.41196539693311e-121,"hCycle","HNRNPR"
"MZT2A.1",1.00593253514085e-125,0.288497053894568,0.862,0.714,2.59238873631148e-121,"hCycle","MZT2A"
"COX7C",1.225379637748e-125,-0.256842063378273,0.972,0.974,3.15792586444037e-121,"hCycle","COX7C"
"RBM8A",4.01644188721358e-125,0.29719714831553,0.915,0.823,1.03507723875381e-120,"hCycle","RBM8A"
"SNRNP25",5.44359439882911e-124,0.295247581292976,0.693,0.497,1.40286871252225e-119,"hCycle","SNRNP25"
"TMSB4X.1",9.30081280392653e-124,-0.639523141535184,0.957,0.976,2.39691246769991e-119,"hCycle","TMSB4X"
"HSP90B1.1",2.27754325863236e-123,0.343913292428811,0.924,0.864,5.86945673182145e-119,"hCycle","HSP90B1"
"WFDC2.3",4.50228194079526e-123,0.31514141718459,0.512,0.323,1.16028307896235e-118,"hCycle","WFDC2"
"HMGXB4",6.45708972458534e-123,0.27564355010128,0.477,0.297,1.66405659292289e-118,"hCycle","HMGXB4"
"CNIH4",4.90588035468509e-122,0.29954667676878,0.58,0.39,1.2642944262059e-117,"hCycle","CNIH4"
"RPL31.1",5.08793163350277e-122,-0.416346664487147,0.911,0.906,1.31121086127e-117,"hCycle","RPL31"
"RPS29.1",2.93709809859153e-121,-0.264341686787009,0.994,0.994,7.56919550988023e-117,"hCycle","RPS29"
"KIAA0586",1.42894422555762e-120,0.250336886752631,0.324,0.175,3.68253216368455e-116,"hCycle","KIAA0586"
"PCNA.1",1.74661154859557e-118,0.339014452043203,0.563,0.383,4.50119262188563e-114,"hCycle","PCNA"
"MAGOHB",2.83291679126241e-118,0.272550776137136,0.534,0.345,7.30070986276235e-114,"hCycle","MAGOHB"
"NUDCD2",1.61284342918978e-117,0.303683601707994,0.568,0.387,4.15645880136499e-113,"hCycle","NUDCD2"
"HNRNPA3",5.1209577388217e-117,0.265729592297492,0.947,0.911,1.31972201887174e-112,"hCycle","HNRNPA3"
"POLR2J",1.1353442909158e-116,0.279943194995055,0.843,0.701,2.92589577211911e-112,"hCycle","POLR2J"
"EIF4A2.1",2.39296440365152e-116,-0.3979399950684,0.685,0.727,6.16690856465034e-112,"hCycle","EIF4A2"
"COMMD6",7.53190844496677e-116,-0.299648212415443,0.904,0.92,1.94104812535239e-111,"hCycle","COMMD6"
"CBX3",2.08197845681251e-115,0.276588776407314,0.901,0.786,5.36546668105152e-111,"hCycle","CBX3"
"TIMM13.1",1.05899935187617e-114,-0.326921435583767,0.777,0.812,2.72914722972008e-110,"hCycle","TIMM13"
"RBM3",2.56579527607217e-114,-0.329719041795761,0.802,0.834,6.6123110059656e-110,"hCycle","RBM3"
"MAGOH",2.59972898902794e-114,0.278305007861815,0.836,0.687,6.69976157762389e-110,"hCycle","MAGOH"
"COL2A1.3",8.80667786893703e-112,0.282023401656021,0.817,0.677,2.26956895360376e-107,"hCycle","COL2A1"
"HSPB11",2.73238551089361e-111,0.277772125108324,0.639,0.451,7.04163070012393e-107,"hCycle","HSPB11"
"NFYB",1.02529581372842e-110,0.263305825653517,0.549,0.368,2.64228984155951e-106,"hCycle","NFYB"
"ATP5MC2.1",1.66879431723445e-110,-0.257866123298617,0.972,0.991,4.30064983494489e-106,"hCycle","ATP5MC2"
"C4orf48.2",5.47558197055388e-110,-0.506426059986908,0.589,0.659,1.41111222963144e-105,"hCycle","C4orf48"
"MRPL57",2.93777382690567e-109,0.265482821086591,0.754,0.57,7.5709369293186e-105,"hCycle","MRPL57"
"NOP53",3.75543441499707e-107,-0.33465118172009,0.75,0.784,9.67813003088894e-103,"hCycle","NOP53"
"EPB41L4A-AS1.2",1.80232390934493e-106,-0.448016296208803,0.481,0.57,4.64476894677281e-102,"hCycle","EPB41L4A-AS1"
"ECI1",5.72776567885391e-106,0.264708026638535,0.659,0.475,1.47610249309744e-101,"hCycle","ECI1"
"HNRNPH3",2.665819344834e-105,0.263710353024827,0.869,0.762,6.8700830335717e-101,"hCycle","HNRNPH3"
"CALM3.1",5.15550080012016e-105,0.262787428400744,0.827,0.665,1.32862411119897e-100,"hCycle","CALM3"
"CYCS.1",1.07378442873275e-104,0.257553291687552,0.716,0.531,2.76724985128716e-100,"hCycle","CYCS"
"HNRNPD",2.29857595271519e-104,0.261817216245502,0.92,0.856,5.92366008774231e-100,"hCycle","HNRNPD"
"FDPS.1",1.79263274776956e-103,0.253469289413235,0.725,0.542,4.61979385427692e-99,"hCycle","FDPS"
"PA2G4.1",1.15847685555142e-101,0.285868357269027,0.744,0.582,2.98551070444156e-97,"hCycle","PA2G4"
"PABPC1",1.36510059280324e-101,-0.342114853027619,0.777,0.78,3.51800073771323e-97,"hCycle","PABPC1"
"APRT.1",1.69569896100834e-101,-0.369205231565383,0.603,0.665,4.36998579241458e-97,"hCycle","APRT"
"OAZ1",2.76914185314071e-100,0.274490283102084,0.937,0.856,7.13635546972894e-96,"hCycle","OAZ1"
"ATP5F1A",1.61271776429825e-99,-0.303090920683211,0.809,0.815,4.15613495037302e-95,"hCycle","ATP5F1A"
"ILF2",1.00619830376021e-98,0.264975385835347,0.91,0.836,2.59307364862043e-94,"hCycle","ILF2"
"VPS29",3.30956620828258e-98,0.250030914330126,0.726,0.544,8.52908307536503e-94,"hCycle","VPS29"
"PXMP2",3.56524810243841e-98,0.261492849370191,0.58,0.407,9.18800088479402e-94,"hCycle","PXMP2"
"MEG3.3",5.77217473099414e-98,-0.664945363220961,0.539,0.615,1.4875471499245e-93,"hCycle","MEG3"
"HELLS.3",8.05326257943971e-97,0.290768580631669,0.499,0.339,2.07540629934741e-92,"hCycle","HELLS"
"MIR100HG.2",8.91087550463558e-97,-0.489916737022034,0.492,0.561,2.29642172629964e-92,"hCycle","MIR100HG"
"SELENOK.1",1.14041352140371e-96,0.251363928357452,0.725,0.555,2.9389596860095e-92,"hCycle","SELENOK"
"HIGD2A.1",1.61442990933187e-96,-0.357222703771683,0.706,0.738,4.16054731933917e-92,"hCycle","HIGD2A"
"KIF5B",5.4278276051178e-95,0.299022034999059,0.703,0.556,1.39880545211491e-90,"hCycle","KIF5B"
"EIF3H.1",1.4236542353672e-94,-0.274639325766511,0.895,0.895,3.66889932996482e-90,"hCycle","EIF3H"
"SNRPD3",3.65325436732232e-94,0.258619585802746,0.838,0.705,9.41480183002636e-90,"hCycle","SNRPD3"
"SRSF10",1.22589113827446e-92,0.256910223827902,0.814,0.684,3.1592440524471e-88,"hCycle","SRSF10"
"H2AFY.1",8.9858280891019e-90,0.258329428754088,0.814,0.682,2.31573775684245e-85,"hCycle","H2AFY"
"BRK1",2.72204673767677e-87,-0.259632007589077,0.907,0.909,7.01498664766681e-83,"hCycle","BRK1"
"CBX1.1",6.97848285298394e-86,0.258514639542489,0.834,0.72,1.79842481604249e-81,"hCycle","CBX1"
"RPL27A.1",9.83666944417204e-86,-0.295747947926922,0.988,0.987,2.53500808245758e-81,"hCycle","RPL27A"
"SCG5.2",1.22141198633865e-85,-0.379061899836878,0.077,0.179,3.14770082999335e-81,"hCycle","SCG5"
"SPARC.1",9.9732738415479e-85,-0.435536519294905,0.661,0.689,2.57021240170531e-80,"hCycle","SPARC"
"ZEB2.2",9.83278336653163e-82,-0.413085448596716,0.07,0.168,2.53400660138887e-77,"hCycle","ZEB2"
"IGBP1",2.11709649566544e-81,-0.379517980417692,0.404,0.491,5.45596937897941e-77,"hCycle","IGBP1"
"UQCRB.1",1.49416390201595e-79,-0.269310199219288,0.883,0.87,3.8506097918853e-75,"hCycle","UQCRB"
"CUTA",1.18640794581021e-78,-0.257588367930611,0.869,0.887,3.0574919171475e-74,"hCycle","CUTA"
"COL1A2.3",1.21202820626894e-78,-0.597394959189848,0.832,0.795,3.12351789037568e-74,"hCycle","COL1A2"
"IGFBP5.3",1.48590312191918e-78,-0.877653090583832,0.239,0.367,3.82932093549791e-74,"hCycle","IGFBP5"
"CD81.2",1.53046148506953e-78,-0.309709612065981,0.879,0.883,3.94415229317269e-74,"hCycle","CD81"
"JUND",2.19261974444135e-77,-0.317706100911491,0.772,0.8,5.6506003433998e-73,"hCycle","JUND"
"CRMP1.2",2.48306183870862e-77,-0.475861366448685,0.028,0.107,6.39909866453598e-73,"hCycle","CRMP1"
"OGN.2",5.76672564440058e-76,-0.967907414242201,0.143,0.246,1.48614286581847e-71,"hCycle","OGN"
"CHMP2A",1.03079846129474e-75,-0.344294586260318,0.506,0.572,2.65647071460267e-71,"hCycle","CHMP2A"
"RSL1D1.1",2.11986938202335e-75,-0.302604496180449,0.67,0.705,5.46311538441238e-71,"hCycle","RSL1D1"
"BLVRB.3",2.29663810660581e-75,1.0034479947173,0.336,0.212,5.91866606453382e-71,"hCycle","BLVRB"
"PRKDC",2.8740926103756e-74,0.252458942029063,0.802,0.691,7.40682406619895e-70,"hCycle","PRKDC"
"CST3.2",5.97013797525749e-74,-0.466355625385337,0.595,0.633,1.53856425760361e-69,"hCycle","CST3"
"ALKBH7",6.14407114168282e-73,-0.308486315021651,0.746,0.771,1.58338857392308e-68,"hCycle","ALKBH7"
"NME3.1",3.64664244318389e-71,-0.342348755508163,0.177,0.279,9.39776224032919e-67,"hCycle","NME3"
"NSA2.1",3.39541587397133e-70,-0.326914712026687,0.728,0.737,8.75032624881152e-66,"hCycle","NSA2"
"SERPINF1.2",8.01056899655452e-69,-0.347186151468099,0.125,0.222,2.06440373610206e-64,"hCycle","SERPINF1"
"PLP1.2",1.19982361031542e-67,-0.331591863253152,0.038,0.114,3.09206542614387e-63,"hCycle","PLP1"
"FOS.3",1.54317159744782e-64,-0.581345268050814,0.449,0.527,3.97690752378278e-60,"hCycle","FOS"
"SNHG7",5.29146968858565e-63,-0.356616106294131,0.587,0.629,1.36366465344541e-58,"hCycle","SNHG7"
"MATN4.3",8.5395328230897e-63,0.331195240884483,0.356,0.237,2.20072300383845e-58,"hCycle","MATN4"
"EIF3M",7.25683933306779e-62,-0.274848631729759,0.687,0.699,1.8701600645249e-57,"hCycle","EIF3M"
"SNHG16.1",1.60126406019732e-61,-0.275218617771066,0.699,0.707,4.12661760953452e-57,"hCycle","SNHG16"
"MT-ND3.2",1.81049495191165e-60,-0.308487931403342,0.908,0.913,4.66582654057151e-56,"hCycle","MT-ND3"
"SFRP1.3",5.24074596209969e-60,-0.691775396096355,0.28,0.367,1.35059264189271e-55,"hCycle","SFRP1"
"KDM5B.1",1.87019820959658e-59,-0.324644549943007,0.482,0.547,4.81968780595134e-55,"hCycle","KDM5B"
"PGLS",9.07864639426268e-59,-0.286045068354446,0.667,0.693,2.33965796226544e-54,"hCycle","PGLS"
"IGFBP2.3",1.95165225084842e-58,-0.401476331696395,0.764,0.778,5.02960301566145e-54,"hCycle","IGFBP2"
"MT-CO1.2",4.88710796051905e-58,-0.267585883840836,0.962,0.969,1.25945659250536e-53,"hCycle","MT-CO1"
"MXD4.1",6.06461184548822e-58,-0.345402771690888,0.394,0.463,1.56291111870077e-53,"hCycle","MXD4"
"IFITM3.2",1.09988126026016e-57,-0.349668060736454,0.752,0.751,2.83450399581647e-53,"hCycle","IFITM3"
"KCNQ1OT1.3",4.73618181033309e-57,-0.536588785433819,0.683,0.698,1.22056141434094e-52,"hCycle","KCNQ1OT1"
"QPRT.2",1.19011219868619e-56,-0.369086433955158,0.51,0.555,3.06703814723417e-52,"hCycle","QPRT"
"HES4.1",1.55294499187083e-56,-0.804939544992343,0.153,0.239,4.00209453855032e-52,"hCycle","HES4"
"PLPPR3.1",5.91307584858179e-55,-0.356549463245058,0.296,0.374,1.52385877693801e-50,"hCycle","PLPPR3"
"CKB.3",2.34384709519255e-54,-1.77954649734185,0.149,0.222,6.04032834902073e-50,"hCycle","CKB"
"TTC3",2.48571648952154e-53,-0.259927061230046,0.813,0.817,6.40593996514595e-49,"hCycle","TTC3"
"RBP1.1",6.70775995619133e-53,-0.548822078295451,0.843,0.841,1.72865681831007e-48,"hCycle","RBP1"
"SH3BGRL3",9.21137266025859e-52,-0.254925735181912,0.906,0.908,2.37386284827524e-47,"hCycle","SH3BGRL3"
"WSB1",1.20204005749619e-51,-0.290064114984651,0.734,0.746,3.09777743217344e-47,"hCycle","WSB1"
"GPX1.1",4.22195516834621e-50,-0.358211428960453,0.763,0.765,1.0880400664345e-45,"hCycle","GPX1"
"GSTA4",4.59793915082249e-50,-0.302259504055091,0.475,0.529,1.18493489855846e-45,"hCycle","GSTA4"
"TXNIP.2",6.35607074617589e-50,-0.397795031464225,0.322,0.39,1.63802299199699e-45,"hCycle","TXNIP"
"PLD3",3.84137971692516e-49,-0.281374678247148,0.632,0.647,9.89961966848782e-45,"hCycle","PLD3"
"NDN.1",6.92556519042619e-49,-0.276009609537018,0.588,0.614,1.78478740522473e-44,"hCycle","NDN"
"AKAP9",5.51850892538853e-48,-0.321041612979272,0.516,0.56,1.42217493516188e-43,"hCycle","AKAP9"
"NKAIN4.3",1.1358904612916e-47,-0.357750673363825,0.104,0.177,2.92730330779459e-43,"hCycle","NKAIN4"
"RND2.3",4.18974329659228e-47,-0.346634700335498,0.082,0.151,1.0797387449648e-42,"hCycle","RND2"
"BASP1.3",8.1927922447143e-47,-0.412674508905209,0.821,0.803,2.11136448938532e-42,"hCycle","BASP1"
"PNRC1",1.70337361209797e-46,-0.30930879700786,0.456,0.505,4.38976413573768e-42,"hCycle","PNRC1"
"KCTD12.3",1.88504384500901e-46,-0.312108239013781,0.094,0.167,4.85794649297273e-42,"hCycle","KCTD12"
"MARCKS.3",2.64275162474278e-46,-0.253922675046891,0.943,0.972,6.81063521212462e-42,"hCycle","MARCKS"
"COL6A1.2",6.71560720759927e-46,-0.333965601017254,0.384,0.447,1.73067913347041e-41,"hCycle","COL6A1"
"SAT2",1.50590403777378e-45,-0.255203323104324,0.628,0.656,3.8808652957468e-41,"hCycle","SAT2"
"HBA2",2.90069460728694e-45,4.70998189527585,0.132,0.075,7.47538007243918e-41,"hCycle","HBA2"
"UCHL1.2",8.38638622909197e-44,-0.392610282078537,0.573,0.603,2.16125559509929e-39,"hCycle","UCHL1"
"MT-CO3.1",9.84182601038927e-44,-0.260171438823209,0.948,0.948,2.53633698113742e-39,"hCycle","MT-CO3"
"IER2.3",9.127089417696e-43,-0.335940232043144,0.554,0.593,2.35214221383444e-38,"hCycle","IER2"
"MT-ATP6.2",1.42714000169621e-42,-0.290748393246995,0.935,0.93,3.67788249837131e-38,"hCycle","MT-ATP6"
"MT-CYB.2",1.76265160096437e-42,-0.260911515659942,0.933,0.934,4.54252944084528e-38,"hCycle","MT-CYB"
"MT2A",1.9175962704923e-42,1.65096205537145,0.11,0.059,4.9418373486857e-38,"hCycle","MT2A"
"SMDT1",5.97701899089645e-42,-0.272195142063913,0.751,0.749,1.54033756414393e-37,"hCycle","SMDT1"
"VAT1",2.43613808267434e-41,-0.257020808648407,0.13,0.2,6.27817145286005e-37,"hCycle","VAT1"
"SNHG14.1",3.87960285851786e-41,-0.323232659338366,0.394,0.447,9.99812452668637e-37,"hCycle","SNHG14"
"CAMK2N1.1",7.52913364907239e-41,-0.357041849652102,0.092,0.156,1.94033303270245e-36,"hCycle","CAMK2N1"
"AKAP12.2",1.59993387868031e-40,-0.63845330828896,0.254,0.324,4.12318959874703e-36,"hCycle","AKAP12"
"LAMA4.2",2.27108863702208e-40,-0.283731711548821,0.169,0.243,5.85282252646961e-36,"hCycle","LAMA4"
"CDKN1C.2",3.44512895454434e-40,-0.481363051654017,0.595,0.6,8.87844182875622e-36,"hCycle","CDKN1C"
"EGR1.3",3.04126022000366e-39,-0.284624412193617,0.127,0.196,7.83763171297142e-35,"hCycle","EGR1"
"MEF2C.2",1.05217627525093e-38,-0.374303324033589,0.075,0.135,2.71156347894917e-34,"hCycle","MEF2C"
"HBA1.2",3.79146985036688e-38,5.13673777450142,0.167,0.105,9.77099695138049e-34,"hCycle","HBA1"
"LIMD2",8.44557086453154e-38,-0.305984225451152,0.412,0.46,2.17650806749842e-33,"hCycle","LIMD2"
"CCND2.2",8.87783561256627e-38,-0.264124284854846,0.704,0.717,2.28790701571445e-33,"hCycle","CCND2"
"RND3.3",1.33531283240035e-37,-0.477230778384913,0.379,0.426,3.44123470037893e-33,"hCycle","RND3"
"ANXA2.2",4.86167389347618e-37,-0.437346628452872,0.539,0.565,1.25290197908775e-32,"hCycle","ANXA2"
"NOVA1.2",5.09970099974913e-37,-0.500983814925491,0.357,0.406,1.31424394464535e-32,"hCycle","NOVA1"
"JUN.2",1.04804354944517e-36,-0.305357249510374,0.704,0.72,2.70091303127516e-32,"hCycle","JUN"
"GABPB1-AS1",2.71658508493978e-36,-0.273447167459651,0.324,0.382,7.0009114223983e-32,"hCycle","GABPB1-AS1"
"CD24.1",3.321658675468e-36,-0.524007949540443,0.457,0.493,8.56024657254859e-32,"hCycle","CD24"
"SRGAP3.1",2.09344665858217e-35,-0.335815486123818,0.193,0.255,5.39502138383211e-31,"hCycle","SRGAP3"
"FNDC5.2",2.92956865396015e-35,-0.280647338341692,0.118,0.18,7.54979137812069e-31,"hCycle","FNDC5"
"HBE1.2",5.62606623343271e-35,4.53564632820789,0.141,0.087,1.44989352901795e-30,"hCycle","HBE1"
"SYF2.2",9.0371451213574e-35,-0.269904072829346,0.582,0.593,2.32896266922502e-30,"hCycle","SYF2"
"HBG2.2",2.1203400379948e-34,5.06854880857138,0.152,0.096,5.46432831191639e-30,"hCycle","HBG2"
"PEG3.1",4.0168595372883e-34,-0.307384712095046,0.239,0.3,1.03518487135457e-29,"hCycle","PEG3"
"NSG1.2",4.85739843504991e-34,-0.402226301172707,0.067,0.12,1.25180015069671e-29,"hCycle","NSG1"
"CRABP1.2",8.90972210806353e-34,-1.3798928655982,0.22,0.288,2.29612448446905e-29,"hCycle","CRABP1"
"NES.3",9.16668095394684e-34,-0.473879863781106,0.368,0.406,2.36234534864164e-29,"hCycle","NES"
"OLFML3.3",3.12599337798725e-33,-0.356582392771865,0.265,0.318,8.05599753441093e-29,"hCycle","OLFML3"
"H1F0.2",3.38913318890374e-33,-0.317581229574254,0.528,0.565,8.73413514112382e-29,"hCycle","H1F0"
"NEFM.3",4.91361144498575e-33,-0.772430633298653,0.062,0.114,1.26628680548728e-28,"hCycle","NEFM"
"COMT",5.52645968660243e-33,-0.260544439886302,0.186,0.247,1.42422392583431e-28,"hCycle","COMT"
"PPA1",2.02522531216687e-32,-0.268557927325997,0.556,0.568,5.21920815198525e-28,"hCycle","PPA1"
"RHOB",1.10849472531823e-31,-0.328547787205962,0.275,0.331,2.85670175661761e-27,"hCycle","RHOB"
"IFITM2.2",7.6165265894945e-31,-0.297307667538836,0.524,0.55,1.96285506737863e-26,"hCycle","IFITM2"
"ZKSCAN1",1.78919681179918e-30,-0.253763485428708,0.454,0.488,4.61093910368767e-26,"hCycle","ZKSCAN1"
"DLL3.3",7.31271127278947e-30,-0.437151733719416,0.1,0.153,1.88455882211057e-25,"hCycle","DLL3"
"HOXA9.3",2.00792083508652e-29,-0.339406033757298,0.384,0.425,5.17461278410147e-25,"hCycle","HOXA9"
"DDIT4.1",1.54678878050943e-28,-0.287581455253729,0.295,0.347,3.98622936625086e-24,"hCycle","DDIT4"
"JUNB.2",2.36534150992819e-28,-0.277207689620301,0.162,0.222,6.09572160523594e-24,"hCycle","JUNB"
"IGDCC3.2",3.4865321360051e-28,-0.285912713262189,0.149,0.204,8.98514196769874e-24,"hCycle","IGDCC3"
"COTL1.2",7.86530936251136e-28,-0.405512188560389,0.493,0.514,2.0269688758128e-23,"hCycle","COTL1"
"MT1X",1.14008378126082e-27,0.649073522982467,0.124,0.078,2.93810991268727e-23,"hCycle","MT1X"
"MALAT1.2",1.27617150426937e-27,-0.323390471077849,0.992,0.987,3.28882158365258e-23,"hCycle","MALAT1"
"TAGLN3.3",2.36650509807415e-27,-0.852764501894242,0.068,0.113,6.09872028824688e-23,"hCycle","TAGLN3"
"RPS20.2",9.97733382108092e-27,-0.415574390823452,0.824,0.777,2.57125869903076e-22,"hCycle","RPS20"
"LRRC17.2",2.73033359338983e-26,-0.348712761218979,0.296,0.339,7.03634270352494e-22,"hCycle","LRRC17"
"ENC1.1",6.59438511402169e-26,-0.256217419014069,0.096,0.145,1.69943898773453e-21,"hCycle","ENC1"
"DST.1",1.23147449364764e-25,-0.298801271822562,0.223,0.271,3.17363291757934e-21,"hCycle","DST"
"ALCAM.3",2.14587756877483e-25,-0.296039457693003,0.087,0.134,5.53014108248961e-21,"hCycle","ALCAM"
"SELENOP.3",5.61533105516784e-25,-0.257437291071633,0.121,0.172,1.4471269662273e-20,"hCycle","SELENOP"
"GYPC.1",1.05429773169611e-24,0.456757320003292,0.664,0.552,2.71703068435404e-20,"hCycle","GYPC"
"HBZ.2",3.40454827095468e-24,6.26119093413886,0.29,0.222,8.77386134907729e-20,"hCycle","HBZ"
"SNCG.2",2.50512902701744e-23,-0.630896881612711,0.152,0.2,6.45596801552665e-19,"hCycle","SNCG"
"PCBP4.1",8.86845808775924e-23,-0.361443808441696,0.244,0.282,2.28549033379643e-18,"hCycle","PCBP4"
"BTG1",9.37350649932025e-23,-0.257626071278063,0.678,0.66,2.41564635993982e-18,"hCycle","BTG1"
"COL1A1.3",1.21816851846221e-22,-0.51653475564864,0.577,0.563,3.13934208892897e-18,"hCycle","COL1A1"
"PHLDA1.2",6.78351221994078e-20,-0.260753930241566,0.139,0.185,1.74817893420094e-15,"hCycle","PHLDA1"
"PBX1.3",2.21892415662423e-19,-0.287311533629324,0.519,0.526,5.71838944403631e-15,"hCycle","PBX1"
"COL3A1.2",2.85494298422497e-19,-0.495760779185788,0.732,0.686,7.35747356464618e-15,"hCycle","COL3A1"
"COL21A1.3",4.52966146259361e-19,-0.26744976191677,0.093,0.134,1.167339055525e-14,"hCycle","COL21A1"
"CYP1B1.2",6.71845172227386e-19,-0.42457174563456,0.118,0.161,1.7314121933472e-14,"hCycle","CYP1B1"
"COL4A1.2",1.46887860646569e-18,-0.441435081177834,0.214,0.252,3.78544705672273e-14,"hCycle","COL4A1"
"POSTN.1",4.33776827847144e-18,-0.421252371787375,0.178,0.219,1.11788626304487e-13,"hCycle","POSTN"
"ZFHX4.3",5.58613014129082e-18,-0.299904114920213,0.629,0.613,1.43960159871206e-13,"hCycle","ZFHX4"
"SMIM1",2.84352296889865e-17,0.289371205855967,0.139,0.101,7.32804304314871e-13,"hCycle","SMIM1"
"AUXG01000058.1.1",3.3569302843397e-17,-0.265625309273986,0.217,0.256,8.65114503577184e-13,"hCycle","AUXG01000058.1"
"NR2F1.3",4.16495570533063e-17,-0.358027674763961,0.395,0.421,1.07335073482076e-12,"hCycle","NR2F1"
"MAP1B.2",4.56022390718845e-17,-0.625121666127404,0.516,0.508,1.17521530312153e-12,"hCycle","MAP1B"
"PPP1R14A.2",6.13745888102221e-17,-0.257410115543631,0.094,0.13,1.58168452822823e-12,"hCycle","PPP1R14A"
"DAAM1.1",6.14777021792153e-17,-0.271631209694927,0.243,0.278,1.58434186286056e-12,"hCycle","DAAM1"
"CADM1.3",6.52237432457735e-17,-0.3194248833116,0.458,0.464,1.68088108718683e-12,"hCycle","CADM1"
"APCDD1.3",7.99693510904036e-17,-0.298862551194604,0.155,0.194,2.06089014695079e-12,"hCycle","APCDD1"
"TERF2IP.1",8.06037031338473e-17,-0.278604672636709,0.41,0.422,2.07723803346238e-12,"hCycle","TERF2IP"
"NR2F2.2",2.00508053698434e-16,-0.265940285950237,0.334,0.363,5.16729305186234e-12,"hCycle","NR2F2"
"HES6.2",8.00052913268576e-16,-1.08158887659052,0.149,0.182,2.06181636278445e-11,"hCycle","HES6"
"TUBB2B.1",3.32688710404604e-15,-0.836465442929184,0.625,0.62,8.57372075583705e-11,"hCycle","TUBB2B"
"GADD45G.2",3.32804877417828e-15,-0.356466681736405,0.071,0.103,8.57671449593485e-11,"hCycle","GADD45G"
"MLLT11.2",4.78249749894681e-15,-0.484436782917668,0.454,0.458,1.23249743045358e-10,"hCycle","MLLT11"
"HOXB9.3",7.85009925660134e-15,-0.341845145482915,0.159,0.192,2.02304907941873e-10,"hCycle","HOXB9"
"SLC25A37.2",1.05342041563259e-14,0.886296541732801,0.307,0.252,2.71476975312674e-10,"hCycle","SLC25A37"
"SVIL.2",1.96406102533219e-14,-0.292518361704268,0.3,0.326,5.06158166838359e-10,"hCycle","SVIL"
"HMBS",6.80316461865597e-14,0.255983336797216,0.144,0.109,1.75324355387383e-09,"hCycle","HMBS"
"ZFHX3.2",1.02779038783166e-13,-0.296924298865367,0.534,0.527,2.64871860848097e-09,"hCycle","ZFHX3"
"MAP2.3",1.6803209921433e-13,-0.354832306339537,0.086,0.117,4.33035522885249e-09,"hCycle","MAP2"
"SOX11.2",1.96242102164396e-12,-0.321251591070528,0.805,0.784,5.05735521487864e-08,"hCycle","SOX11"
"NRP2.3",2.82736915028878e-12,-0.250901602140209,0.231,0.263,7.28641303720922e-08,"hCycle","NRP2"
"PLS3.2",2.89325226538448e-12,-0.26795930365927,0.175,0.204,7.45620041312235e-08,"hCycle","PLS3"
