"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"247","RAB3B",2.72201807125614e-103,2.42717346183046,0.889,0.012,4.11378591108941e-99,4,"RAB3B"
"248","NEAT1",7.63982636882609e-07,2.35360007826373,0.889,0.27,0.0115460695912069,4,"NEAT1"
"249","TBXT",2.37339564940459e-142,1.94797125520085,0.889,0.008,3.58691284494516e-138,4,"TBXT"
"250","MFGE8",4.14278072722793e-21,1.9262280729732,1,0.104,6.26098451305957e-17,4,"MFGE8"
"251","SNORC",2.49130466092218e-77,1.67383653064561,0.667,0.009,3.76510873405169e-73,4,"SNORC"
"252","EGR11",1.91461614450474e-15,1.6573121572253,0.889,0.104,2.89355937919002e-11,4,"EGR1"
"253","SLC2A1",7.27831233098263e-10,1.56909747552454,0.889,0.199,1.09997134258141e-05,4,"SLC2A1"
"254","IGFBP2",1.37293757421725e-16,1.534636051153,1,0.132,2.07492055591453e-12,4,"IGFBP2"
"255","CSPG5",2.13856684648572e-103,1.52481010254052,0.556,0.004,3.23201607509386e-99,4,"CSPG5"
"256","SALL3",8.62955096110466e-112,1.52253455784022,0.667,0.006,1.30418403675175e-107,4,"SALL3"
"257","HAPLN11",3.34106585159218e-05,1.51722943082539,0.778,0.307,0.504935282151126,4,"HAPLN1"
"258","RBPMS",6.57508971006358e-31,1.50979063384604,0.889,0.051,9.93693307881909e-27,4,"RBPMS"
"259","PPP1R3C",1.16204836737509e-59,1.50389701684767,0.778,0.018,1.75620369761397e-55,4,"PPP1R3C"
"260","NR4A1",1.34343374432756e-14,1.50020594794871,0.889,0.118,2.03033141780224e-10,4,"NR4A1"
"261","S100A10",1.37243326597328e-17,1.49870131192751,1,0.124,2.07415839486542e-13,4,"S100A10"
"262","CHRM2",4.55255716930489e-263,1.46993559120428,0.889,0.003,6.88027964997048e-259,4,"CHRM2"
"263","FLT4",1.71386945926047e-84,1.45012192822528,0.889,0.015,2.59017091378035e-80,4,"FLT4"
"264","EFEMP1",1.58961983579416e-10,1.44557099410293,0.778,0.126,2.40239245783572e-06,4,"EFEMP1"
"265","S100A6",1.07384303390982e-12,1.38910580222666,0.889,0.13,1.62289897714791e-08,4,"S100A6"
"266","FREM1",2.00094074542552e-22,1.37668369137677,0.556,0.027,3.02402174856159e-18,4,"FREM1"
"267","PTPN12",1.21109082777288e-13,1.35374688009961,0.889,0.121,1.83032156801316e-09,4,"PTPN12"
"268","NRP2",9.15582272009764e-58,1.33264161199978,0.667,0.013,1.38371948768836e-53,4,"NRP2"
"269","ACAN1",0.00896042907794837,1.29127217286772,0.889,0.5,1,4,"ACAN"
"270","APP",3.68942677990523e-07,1.2902689395593,0.889,0.301,0.00557583069247077,4,"APP"
"271","THY1",1.98917508791401e-10,1.28752938937054,0.889,0.16,3.00624031036445e-06,4,"THY1"
"272","NUDT4",5.49404601770043e-07,1.28391980130639,0.889,0.26,0.00830315174655065,4,"NUDT4"
"273","LGALS3",4.05038814096028e-56,1.26907471729017,0.667,0.013,6.12135159743327e-52,4,"LGALS3"
"274","HS3ST1",0,1.22010786814189,0.889,0.002,0,4,"HS3ST1"
"275","SEMA3C",2.20114030042556e-06,1.21509454910252,0.889,0.34,0.0332658333603314,4,"SEMA3C"
"276","DST",1.37934750117455e-11,1.21121833812516,0.889,0.139,2.0846078785251e-07,4,"DST"
"277","FOSB2",0.000118034750988472,1.2046822291491,0.889,0.418,1,4,"FOSB"
"278","PTPRD",2.40756174114613e-07,1.172728518297,0.778,0.201,0.00363854805939414,4,"PTPRD"
"279","UCHL1",9.22943570918274e-14,1.17131737233299,0.889,0.123,1.39484461872879e-09,4,"UCHL1"
"280","LMNA",7.25053331739011e-07,1.1418990357912,0.667,0.142,0.0109577310025717,4,"LMNA"
"281","SMOC11",2.1846228217273e-17,1.1310589638026,0.889,0.092,3.30162047047648e-13,4,"SMOC1"
"282","WWP21",1.81017054637885e-05,1.1245604212817,1,0.876,0.273571074674236,4,"WWP2"
"283","GAPDH",0.000152463998104486,1.11146998748373,1,0.735,1,4,"GAPDH"
"284","SLC25A37",8.47263488759892e-13,1.10517350347563,0.889,0.125,1.28046931056282e-08,4,"SLC25A37"
"285","ENO1",3.8196433877141e-05,1.09026305405553,1,0.586,0.577262705185232,4,"ENO1"
"286","HSPG2",7.2112402925384e-07,1.06548200308246,0.667,0.149,0.0108983474541133,4,"HSPG2"
"287","CAPNS1",2.76840956245729e-08,1.06333033222742,1,0.275,0.000418389737174171,4,"CAPNS1"
"288","DPYSL2",0.000159808534362549,1.06010883098361,0.667,0.245,1,4,"DPYSL2"
"289","JUNB",3.64595505489153e-11,1.04764870999515,0.778,0.109,5.51013187445757e-07,4,"JUNB"
"290","SLC16A3",1.97885396913845e-08,1.03497581945286,0.778,0.166,0.000299064200355893,4,"SLC16A3"
"291","ABLIM1",8.9780504265944e-10,1.01956616802711,0.778,0.135,1.35685276097121e-05,4,"ABLIM1"
"292","NAV2",1.91282768194909e-16,1.00693287936153,0.889,0.09,2.89085647572966e-12,4,"NAV2"
"293","FOS1",0.00053596439349059,1.00343362726353,0.889,0.534,1,4,"FOS"
"294","LGR6",7.94049420008493e-274,0.997715446805446,0.778,0.002,1.20004688845883e-269,4,"LGR6"
"295","CAV1",3.09276797981097e-201,0.995434505554208,0.667,0.002,4.67410024788832e-197,4,"CAV1"
"296","CA3",1.644683718677e-77,0.991451515335043,0.556,0.006,2.48561050403655e-73,4,"CA3"
"297","COL11A21",0.000152560599269846,0.990528463132797,1,0.611,1,4,"COL11A2"
"298","MCF2L",1.06739534747676e-08,0.967987718971751,0.556,0.074,0.000161315458864163,4,"MCF2L"
"299","PER1",5.50753516668095e-19,0.960065156278444,0.889,0.079,8.32353789740493e-15,4,"PER1"
"300","TMBIM6",0.000114596575529067,0.953736431763161,0.778,0.315,1,4,"TMBIM6"
"301","NEDD9",4.81581943356922e-18,0.951662103525302,0.556,0.033,7.27814790995316e-14,4,"NEDD9"
"302","FARP1",6.45176708771433e-06,0.948349369484466,0.889,0.311,0.0975055559966267,4,"FARP1"
"303","SORBS21",0.000210659120530406,0.926022282367203,0.889,0.465,1,4,"SORBS2"
"304","KRT18",2.29534253984996e-140,0.914112365208904,0.556,0.002,3.46895118047524e-136,4,"KRT18"
"305","CCN11",0.0021803992352892,0.913283170536525,0.889,0.572,1,4,"CCN1"
"306","TUBB2B1",0.00187444537149714,0.912044105898178,0.778,0.397,1,4,"TUBB2B"
"307","LAMA5",2.8533061308999e-14,0.904356388746945,0.667,0.062,4.31220155562902e-10,4,"LAMA5"
"308","SLC4A11",6.16237526443069e-72,0.902752503044356,0.667,0.01,9.3131977371341e-68,4,"SLC4A11"
"309","SLIT2",2.84748834117292e-09,0.893697344760574,0.556,0.067,4.30340913001463e-05,4,"SLIT2"
"310","CD109",1.09249119143069e-46,0.893166454215158,0.667,0.017,1.6510819376092e-42,4,"CD109"
"311","TRPV4",1.5604250026994e-41,0.889237696569874,0.667,0.019,2.3582703065796e-37,4,"TRPV4"
"312","MYL6",0.000272144820418617,0.885370424816119,1,0.762,1,4,"MYL6"
"313","MALAT11",0.000928454975979557,0.878080737228122,1,1,1,4,"MALAT1"
"314","ITM2A",4.66447023851207e-09,0.876666902917078,0.778,0.13,7.0494138714633e-05,4,"ITM2A"
"315","COL2A11",0.000104868656006498,0.873783102532938,1,0.984,1,4,"COL2A1"
"316","TSC22D3",8.93564323572614e-10,0.865305199501132,0.667,0.087,1.35044376221529e-05,4,"TSC22D3"
"317","GAK",1.00653655726443e-06,0.863848141912814,0.778,0.194,0.0152117869899373,4,"GAK"
"318","SPTBN1",3.47117530625846e-05,0.862342855296186,0.889,0.33,0.52459872403484,4,"SPTBN1"
"319","SPTAN1",2.25140363146902e-06,0.861976941856864,0.778,0.195,0.0340254630823913,4,"SPTAN1"
"320","ITGA10",2.30463758970039e-07,0.860627027371679,0.556,0.09,0.0034829987893142,4,"ITGA10"
"321","RNF7",1.11839809445672e-09,0.859071001650942,0.667,0.094,1.69023504015245e-05,4,"RNF7"
"322","LGALSL",7.09129708219145e-14,0.85271182054476,0.556,0.044,1.07170772803159e-09,4,"LGALSL"
"323","PALLD",6.00282872306973e-06,0.840630791136558,0.778,0.209,0.0907207504917528,4,"PALLD"
"324","ITPR3",6.72818280650534e-17,0.840197321579962,0.667,0.051,1.01683026754715e-12,4,"ITPR3"
"325","PGK1",0.000396773003697696,0.83308651186447,0.556,0.163,1,4,"PGK1"
"326","LINC01896",8.32413286448221e-251,0.827219871876998,0.778,0.002,1.2580261998092e-246,4,"LINC01896"
"327","MRC2",3.26790991081315e-05,0.82218229431322,1,0.436,0.493879224821192,4,"MRC2"
"328","CPM",1.1967959904872e-35,0.822094839699131,0.333,0.005,1.8087177804233e-31,4,"CPM"
"329","PPP1R9A",1.31260001203702e-12,0.816022011215579,0.667,0.069,1.98373239819156e-08,4,"PPP1R9A"
"330","FAM162A",1.17400655936183e-12,0.815489356588562,0.667,0.069,1.77427611316354e-08,4,"FAM162A"
"331","ETV1",2.05141526738767e-09,0.810144121419115,0.778,0.126,3.10030389360299e-05,4,"ETV1"
"332","BHLHE40",4.74313170082344e-28,0.809643098652874,0.444,0.013,7.16829493945446e-24,4,"BHLHE40"
"333","PEG101",0.00228896156630465,0.803644358031431,0.889,0.569,1,4,"PEG10"
"334","CDKN1C",0.00625883815474246,0.803100252786103,0.667,0.315,1,4,"CDKN1C"
"335","ZFP36",1.03240432330591e-39,0.797297908233046,0.667,0.02,1.56027265381222e-35,4,"ZFP36"
"336","HAPLN3",2.56472413736819e-33,0.794506854855496,0.667,0.024,3.87606758880454e-29,4,"HAPLN3"
"337","GALNT17",3.40930657002292e-22,0.790052370294993,0.556,0.026,5.15248501927564e-18,4,"GALNT17"
"338","ARID3B",6.35549205258277e-13,0.786165946822441,0.444,0.03,9.60505513906833e-09,4,"ARID3B"
"339","RHEB",7.00825134699435e-10,0.785970269668507,0.667,0.089,1.05915702607126e-05,4,"RHEB"
